Customer_ID,Customer_Name,Age,Location,Registration_Date
CUST36,Customer_36,69,San Antonio,2024-07-24 15:25:29.766791
CUST37,Customer_37,18,Chicago,2023-12-12 15:25:29.766794
CUST38,Customer_38,66,Philadelphia,2023-02-21 15:25:29.766796
CUST39,Customer_39,69,Dallas,2023-07-17 15:25:29.766800
CUST40,Customer_40,28,Chicago,2023-01-26 15:25:29.766803
CUST41,Customer_41,62,San Diego,2022-07-02 15:25:29.766805
CUST42,Customer_42,45,Houston,2023-01-18 15:25:29.766809
CUST43,Customer_43,39,San Jose,2023-07-31 15:25:29.766812
CUST44,Customer_44,35,New York,2024-05-08 15:25:29.766815
CUST45,Customer_45,27,Chicago,2023-03-30 15:25:29.766818
CUST46,Customer_46,31,Los Angeles,2024-04-21 15:25:29.766821
CUST47,Customer_47,66,San Jose,2024-04-05 15:25:29.766823
CUST48,Customer_48,39,San Antonio,2024-06-05 15:25:29.766826
CUST49,Customer_49,24,Chicago,2024-10-28 15:25:29.766829
CUST50,Customer_50,23,New York,2024-12-15 15:25:29.766832
CUST51,Customer_51,42,San Diego,2023-12-29 15:25:29.766834
CUST52,Customer_52,24,Los Angeles,2023-06-29 15:25:29.766837
CUST53,Customer_53,40,New York,2023-07-22 15:25:29.766840
CUST54,Customer_54,40,New York,2022-09-27 15:25:29.766843
CUST55,Customer_55,56,Chicago,2023-09-20 15:25:29.766848
CUST56,Customer_56,34,Los Angeles,2024-08-30 15:25:29.766851
CUST57,Customer_57,69,San Jose,2024-12-10 15:25:29.766854
CUST58,Customer_58,20,Phoenix,2024-01-31 15:25:29.766857
CUST59,Customer_59,64,San Antonio,2025-01-31 15:25:29.766859
CUST60,Customer_60,47,San Diego,2023-11-24 15:25:29.766862
CUST61,Customer_61,52,Chicago,2024-11-06 15:25:29.766865
CUST62,Customer_62,25,Houston,2024-04-08 15:25:29.766868
CUST63,Customer_63,42,Chicago,2022-10-14 15:25:29.766871
CUST64,Customer_64,23,Phoenix,2023-03-29 15:25:29.766874
CUST65,Customer_65,53,Dallas,2023-05-05 15:25:29.766877
CUST66,Customer_66,36,San Diego,2023-05-31 15:25:29.766880
CUST67,Customer_67,58,San Antonio,2023-10-01 15:25:29.766883
CUST68,Customer_68,57,Houston,2024-07-14 15:25:29.766907
CUST69,Customer_69,41,Chicago,2024-10-27 15:25:29.766910
CUST70,Customer_70,54,San Jose,2025-01-08 15:25:29.766913
CUST71,Customer_71,30,New York,2024-07-07 15:25:29.766917
CUST72,Customer_72,63,San Jose,2024-08-13 15:25:29.766920
CUST73,Customer_73,22,Chicago,2023-04-22 15:25:29.766924
CUST74,Customer_74,20,San Diego,2024-04-11 15:25:29.766927
CUST75,Customer_75,60,San Jose,2024-11-12 15:25:29.766930
CUST76,Customer_76,32,Los Angeles,2023-10-08 15:25:29.766932
CUST77,Customer_77,67,Phoenix,2022-09-23 15:25:29.766935
CUST78,Customer_78,36,Philadelphia,2024-10-08 15:25:29.766938
CUST79,Customer_79,23,San Antonio,2024-03-25 15:25:29.766941
CUST80,Customer_80,32,New York,2022-11-23 15:25:29.766944
CUST81,Customer_81,24,Dallas,2023-12-24 15:25:29.766947
CUST82,Customer_82,42,Houston,2023-10-10 15:25:29.766950
CUST83,Customer_83,35,Houston,2023-09-22 15:25:29.766952
CUST84,Customer_84,47,Los Angeles,2022-08-02 15:25:29.766956
CUST85,Customer_85,58,Dallas,2023-03-30 15:25:29.766958
CUST86,Customer_86,41,Los Angeles,2024-05-08 15:25:29.766961
CUST87,Customer_87,28,San Jose,2024-11-02 15:25:29.766964
CUST88,Customer_88,41,Philadelphia,2023-04-18 15:25:29.766967
CUST89,Customer_89,40,Dallas,2023-07-27 15:25:29.766970
CUST90,Customer_90,31,Dallas,2024-01-04 15:25:29.766972
CUST91,Customer_91,60,Houston,2024-07-29 15:25:29.766975
CUST92,Customer_92,35,San Diego,2024-01-21 15:25:29.766978
CUST93,Customer_93,62,Houston,2022-08-12 15:25:29.766981
CUST94,Customer_94,61,Phoenix,2024-01-10 15:25:29.766984
CUST95,Customer_95,59,New York,2024-01-22 15:25:29.766987
CUST96,Customer_96,22,Houston,2024-07-27 15:25:29.766990
CUST97,Customer_97,56,Los Angeles,2023-11-05 15:25:29.766993
CUST98,Customer_98,58,Chicago,2024-12-20 15:25:29.766996
CUST99,Customer_99,28,San Diego,2024-05-10 15:25:29.766998
CUST100,Customer_100,52,San Diego,2023-11-11 15:25:29.767001
CUST101,Customer_101,64,Chicago,2023-10-16 15:25:29.767004
CUST102,Customer_102,33,Chicago,2024-05-10 15:25:29.767007
CUST103,Customer_103,28,New York,2024-06-17 15:25:29.767010
CUST104,Customer_104,47,New York,2022-09-30 15:25:29.767013
CUST105,Customer_105,42,Philadelphia,2024-05-04 15:25:29.767016
CUST106,Customer_106,35,Phoenix,2023-07-07 15:25:29.767018
CUST107,Customer_107,58,Houston,2024-12-02 15:25:29.767021
CUST108,Customer_108,62,San Antonio,2024-09-02 15:25:29.767024
CUST109,Customer_109,53,Phoenix,2022-12-26 15:25:29.767027
CUST110,Customer_110,32,Philadelphia,2023-02-21 15:25:29.767031
CUST111,Customer_111,61,San Jose,2023-03-23 15:25:29.767033
CUST112,Customer_112,38,San Diego,2024-10-27 15:25:29.767037
CUST113,Customer_113,67,New York,2024-11-08 15:25:29.767039
CUST114,Customer_114,67,Los Angeles,2023-03-22 15:25:29.767042
CUST115,Customer_115,21,New York,2024-02-17 15:25:29.767045
CUST116,Customer_116,32,Dallas,2022-10-30 15:25:29.767048
CUST117,Customer_117,70,Chicago,2023-07-30 15:25:29.767051
CUST118,Customer_118,20,Chicago,2023-12-08 15:25:29.767054
CUST119,Customer_119,69,New York,2022-05-16 15:25:29.767057
CUST120,Customer_120,38,San Diego,2022-12-22 15:25:29.767059
CUST121,Customer_121,43,Dallas,2023-06-11 15:25:29.767062
CUST122,Customer_122,35,Los Angeles,2024-06-16 15:25:29.767065
CUST123,Customer_123,22,Los Angeles,2023-07-18 15:25:29.767068
CUST124,Customer_124,31,Houston,2024-12-03 15:25:29.767071
CUST125,Customer_125,54,San Diego,2022-09-27 15:25:29.767074
CUST126,Customer_126,63,San Jose,2024-01-04 15:25:29.767076
CUST127,Customer_127,38,San Jose,2022-10-19 15:25:29.767079
CUST128,Customer_128,31,Philadelphia,2023-08-18 15:25:29.767082
CUST129,Customer_129,59,San Antonio,2023-12-03 15:25:29.767085
CUST130,Customer_130,49,Houston,2022-05-22 15:25:29.767088
CUST131,Customer_131,43,Philadelphia,2023-08-05 15:25:29.767092
CUST132,Customer_132,59,Houston,2023-03-03 15:25:29.767094
CUST133,Customer_133,47,Los Angeles,2022-08-31 15:25:29.767097
CUST134,Customer_134,27,Philadelphia,2022-06-21 15:25:29.767100
CUST135,Customer_135,34,Houston,2023-10-06 15:25:29.767103
CUST136,Customer_136,26,Los Angeles,2023-06-28 15:25:29.767106
CUST137,Customer_137,33,Houston,2022-08-16 15:25:29.767108
CUST138,Customer_138,65,San Antonio,2024-06-07 15:25:29.767111
CUST139,Customer_139,53,Houston,2023-10-05 15:25:29.767114
CUST140,Customer_140,52,San Antonio,2024-04-03 15:25:29.767125
CUST141,Customer_141,34,Houston,2024-11-15 15:25:29.767128
CUST142,Customer_142,65,Los Angeles,2023-12-27 15:25:29.767131
CUST143,Customer_143,55,San Diego,2022-07-25 15:25:29.767133
CUST144,Customer_144,45,San Jose,2022-09-13 15:25:29.767136
CUST145,Customer_145,55,San Diego,2023-02-03 15:25:29.767139
CUST146,Customer_146,43,New York,2024-12-30 15:25:29.767142
CUST147,Customer_147,41,San Antonio,2023-09-08 15:25:29.767145
CUST148,Customer_148,32,Chicago,2023-06-30 15:25:29.767148
CUST149,Customer_149,26,Houston,2022-07-27 15:25:29.767150
CUST150,Customer_150,50,San Jose,2023-08-24 15:25:29.767154
CUST151,Customer_151,49,San Diego,2022-11-07 15:25:29.767157
CUST152,Customer_152,23,Chicago,2023-06-29 15:25:29.767160
CUST153,Customer_153,66,San Antonio,2023-03-13 15:25:29.767163
CUST154,Customer_154,21,Philadelphia,2023-05-10 15:25:29.767166
CUST155,Customer_155,25,Chicago,2024-09-06 15:25:29.767169
CUST156,Customer_156,27,San Diego,2024-10-03 15:25:29.767172
CUST157,Customer_157,58,Houston,2022-06-07 15:25:29.767175
CUST158,Customer_158,28,Philadelphia,2022-12-21 15:25:29.767177
CUST159,Customer_159,68,Phoenix,2023-11-02 15:25:29.767180
CUST160,Customer_160,61,Houston,2024-08-10 15:25:29.767183
CUST161,Customer_161,45,Philadelphia,2022-06-08 15:25:29.767186
CUST162,Customer_162,56,Chicago,2024-08-16 15:25:29.767189
CUST163,Customer_163,22,New York,2022-05-15 15:25:29.767192
CUST164,Customer_164,42,San Jose,2024-07-02 15:25:29.767195
CUST165,Customer_165,42,New York,2022-10-30 15:25:29.767198
CUST166,Customer_166,56,Phoenix,2024-07-21 15:25:29.767201
CUST167,Customer_167,47,Chicago,2024-09-27 15:25:29.767204
CUST168,Customer_168,51,Los Angeles,2024-12-22 15:25:29.767207
CUST169,Customer_169,34,San Diego,2023-11-28 15:25:29.767210
CUST170,Customer_170,53,San Diego,2024-11-15 15:25:29.767213
CUST171,Customer_171,18,San Antonio,2023-03-07 15:25:29.767216
CUST172,Customer_172,61,Chicago,2023-11-16 15:25:29.767219
CUST173,Customer_173,64,Philadelphia,2024-07-12 15:25:29.767222
CUST174,Customer_174,25,Houston,2022-10-15 15:25:29.767225
CUST175,Customer_175,61,Phoenix,2023-05-03 15:25:29.767229
CUST176,Customer_176,52,San Jose,2024-09-05 15:25:29.767231
CUST177,Customer_177,66,Chicago,2022-10-03 15:25:29.767234
CUST178,Customer_178,35,San Jose,2023-06-05 15:25:29.767237
CUST179,Customer_179,67,Chicago,2024-05-15 15:25:29.767240
CUST180,Customer_180,59,San Jose,2024-03-13 15:25:29.767243
CUST181,Customer_181,39,Dallas,2022-07-17 15:25:29.767245
CUST182,Customer_182,25,Houston,2023-01-21 15:25:29.767249
CUST183,Customer_183,36,Los Angeles,2022-07-13 15:25:29.767251
CUST184,Customer_184,45,San Antonio,2022-10-31 15:25:29.767254
CUST185,Customer_185,28,Dallas,2024-11-27 15:25:29.767257
CUST186,Customer_186,47,San Diego,2024-11-06 15:25:29.767260
CUST187,Customer_187,18,Houston,2024-01-03 15:25:29.767263
CUST188,Customer_188,64,San Jose,2023-07-15 15:25:29.767266
CUST189,Customer_189,64,San Diego,2023-12-25 15:25:29.767269
CUST190,Customer_190,34,San Diego,2023-07-19 15:25:29.767271
CUST191,Customer_191,50,Phoenix,2024-03-07 15:25:29.767274
CUST192,Customer_192,66,New York,2022-09-10 15:25:29.767277
CUST193,Customer_193,29,San Antonio,2024-04-27 15:25:29.767280
CUST194,Customer_194,50,Houston,2023-08-21 15:25:29.767283
CUST195,Customer_195,24,Houston,2023-10-23 15:25:29.767286
CUST196,Customer_196,58,Philadelphia,2022-07-10 15:25:29.767289
CUST197,Customer_197,37,San Antonio,2022-08-24 15:25:29.767291
CUST198,Customer_198,58,San Jose,2025-01-22 15:25:29.767294
CUST199,Customer_199,50,Houston,2022-11-21 15:25:29.767297
CUST200,Customer_200,56,San Jose,2023-02-17 15:25:29.767300
CUST201,Customer_201,30,Chicago,2023-05-07 15:25:29.767303
CUST202,Customer_202,27,San Jose,2023-06-13 15:25:29.767307
CUST203,Customer_203,41,New York,2023-08-18 15:25:29.767310
CUST204,Customer_204,66,San Antonio,2022-11-26 15:25:29.767313
CUST205,Customer_205,28,New York,2023-12-02 15:25:29.767315
CUST206,Customer_206,52,New York,2024-10-11 15:25:29.767318
CUST207,Customer_207,67,San Diego,2023-12-07 15:25:29.767321
CUST208,Customer_208,51,Dallas,2024-09-03 15:25:29.767324
CUST209,Customer_209,18,New York,2024-09-05 15:25:29.767327
CUST210,Customer_210,56,San Antonio,2023-07-04 15:25:29.767329
CUST211,Customer_211,38,Dallas,2023-06-12 15:25:29.767332
CUST212,Customer_212,49,San Antonio,2023-06-18 15:25:29.767335
CUST213,Customer_213,19,San Diego,2022-12-20 15:25:29.767338
CUST214,Customer_214,25,Los Angeles,2022-05-23 15:25:29.767341
CUST215,Customer_215,41,San Diego,2022-06-17 15:25:29.767343
CUST216,Customer_216,69,San Diego,2024-10-24 15:25:29.767346
CUST217,Customer_217,37,Houston,2022-07-02 15:25:29.767349
CUST218,Customer_218,33,Los Angeles,2024-10-18 15:25:29.767352
CUST219,Customer_219,21,Dallas,2023-07-08 15:25:29.767355
CUST220,Customer_220,33,New York,2022-11-28 15:25:29.767359
CUST221,Customer_221,54,San Antonio,2024-10-23 15:25:29.767362
CUST222,Customer_222,23,Houston,2022-11-22 15:25:29.767364
CUST223,Customer_223,23,Chicago,2024-04-17 15:25:29.767368
CUST224,Customer_224,64,Philadelphia,2022-08-30 15:25:29.767370
CUST225,Customer_225,49,Phoenix,2023-08-05 15:25:29.767373
CUST226,Customer_226,70,Houston,2022-08-17 15:25:29.767376
CUST227,Customer_227,22,Los Angeles,2024-02-17 15:25:29.767379
CUST228,Customer_228,66,New York,2022-08-20 15:25:29.767382
CUST229,Customer_229,52,San Diego,2023-12-11 15:25:29.767385
CUST230,Customer_230,67,Phoenix,2024-05-09 15:25:29.767388
CUST231,Customer_231,26,Chicago,2024-01-08 15:25:29.767391
CUST232,Customer_232,26,San Diego,2023-04-05 15:25:29.767394
CUST233,Customer_233,60,San Jose,2023-09-25 15:25:29.767396
CUST234,Customer_234,48,San Jose,2023-06-29 15:25:29.767400
CUST235,Customer_235,53,New York,2023-05-22 15:25:29.767403
CUST236,Customer_236,28,San Diego,2023-10-08 15:25:29.767406
CUST237,Customer_237,34,San Diego,2024-12-27 15:25:29.767409
CUST238,Customer_238,51,Chicago,2024-08-11 15:25:29.767412
CUST239,Customer_239,56,San Antonio,2024-04-27 15:25:29.767415
CUST240,Customer_240,45,Chicago,2023-12-19 15:25:29.767417
CUST241,Customer_241,31,Philadelphia,2024-09-09 15:25:29.767421
CUST242,Customer_242,52,San Diego,2023-05-12 15:25:29.767423
CUST243,Customer_243,66,New York,2023-05-22 15:25:29.767426
CUST244,Customer_244,64,Los Angeles,2023-03-09 15:25:29.767429
CUST245,Customer_245,62,San Antonio,2023-02-24 15:25:29.767432
CUST246,Customer_246,30,Philadelphia,2023-12-20 15:25:29.767435
CUST247,Customer_247,63,Dallas,2024-12-26 15:25:29.767437
CUST248,Customer_248,37,New York,2023-12-26 15:25:29.767440
CUST249,Customer_249,43,Phoenix,2022-08-08 15:25:29.767443
CUST250,Customer_250,60,San Antonio,2022-08-18 15:25:29.767446
CUST251,Customer_251,59,Phoenix,2024-03-01 15:25:29.767448
CUST252,Customer_252,41,San Jose,2023-02-27 15:25:29.767451
CUST253,Customer_253,46,Dallas,2024-06-05 15:25:29.767455
CUST254,Customer_254,51,San Jose,2024-12-15 15:25:29.767457
CUST255,Customer_255,46,Houston,2023-01-02 15:25:29.767460
CUST256,Customer_256,25,Los Angeles,2023-10-06 15:25:29.767463
CUST257,Customer_257,33,San Jose,2022-07-07 15:25:29.767466
CUST258,Customer_258,32,Philadelphia,2024-05-04 15:25:29.767469
CUST259,Customer_259,22,New York,2022-07-31 15:25:29.767474
CUST260,Customer_260,39,Dallas,2024-01-19 15:25:29.767477
CUST261,Customer_261,19,Philadelphia,2025-01-14 15:25:29.767480
CUST262,Customer_262,55,New York,2024-02-24 15:25:29.767483
CUST263,Customer_263,53,Los Angeles,2022-10-20 15:25:29.767486
CUST264,Customer_264,32,San Antonio,2022-11-14 15:25:29.767488
CUST265,Customer_265,55,Philadelphia,2024-03-30 15:25:29.767492
CUST266,Customer_266,32,San Diego,2024-03-22 15:25:29.767495
CUST267,Customer_267,18,San Jose,2024-04-22 15:25:29.767498
CUST268,Customer_268,22,New York,2022-09-24 15:25:29.767500
CUST269,Customer_269,63,Philadelphia,2023-09-19 15:25:29.767503
CUST270,Customer_270,58,Philadelphia,2022-09-09 15:25:29.767506
CUST271,Customer_271,21,Chicago,2023-02-22 15:25:29.767510
CUST272,Customer_272,32,Dallas,2023-03-05 15:25:29.767512
CUST273,Customer_273,22,Los Angeles,2024-10-26 15:25:29.767515
CUST274,Customer_274,20,Dallas,2022-05-15 15:25:29.767518
CUST275,Customer_275,39,Houston,2022-08-29 15:25:29.767521
CUST276,Customer_276,22,Chicago,2024-06-15 15:25:29.767524
CUST277,Customer_277,50,Philadelphia,2024-09-19 15:25:29.767527
CUST278,Customer_278,33,Houston,2024-04-02 15:25:29.767530
CUST279,Customer_279,35,Dallas,2022-05-13 15:25:29.767533
CUST280,Customer_280,60,Los Angeles,2023-01-04 15:25:29.767535
CUST281,Customer_281,49,San Diego,2023-11-08 15:25:29.767538
CUST282,Customer_282,31,San Jose,2022-12-04 15:25:29.767541
CUST283,Customer_283,52,Houston,2022-10-12 15:25:29.767544
CUST284,Customer_284,26,Houston,2024-03-12 15:25:29.767552
CUST285,Customer_285,64,Philadelphia,2024-05-04 15:25:29.767555
CUST286,Customer_286,54,Philadelphia,2023-01-19 15:25:29.767558
CUST287,Customer_287,54,Phoenix,2023-12-05 15:25:29.767560
CUST288,Customer_288,48,Dallas,2023-05-26 15:25:29.767564
CUST289,Customer_289,33,San Antonio,2023-04-14 15:25:29.767567
CUST290,Customer_290,68,Phoenix,2024-11-04 15:25:29.767570
CUST291,Customer_291,48,New York,2024-07-26 15:25:29.767572
CUST292,Customer_292,69,Los Angeles,2023-11-09 15:25:29.767575
CUST293,Customer_293,44,Philadelphia,2024-07-02 15:25:29.767578
CUST294,Customer_294,30,Philadelphia,2022-07-14 15:25:29.767580
CUST295,Customer_295,24,San Diego,2022-10-14 15:25:29.767583
CUST296,Customer_296,24,San Diego,2023-12-15 15:25:29.767586
CUST297,Customer_297,60,Dallas,2023-01-07 15:25:29.767589
CUST298,Customer_298,45,Dallas,2023-09-26 15:25:29.767592
CUST299,Customer_299,40,Los Angeles,2022-12-19 15:25:29.767595
CUST300,Customer_300,45,San Diego,2023-08-25 15:25:29.767597
CUST301,Customer_301,44,Dallas,2022-08-30 15:25:29.767601
CUST302,Customer_302,47,Dallas,2024-01-18 15:25:29.767603
CUST303,Customer_303,64,Phoenix,2022-10-17 15:25:29.767607
CUST304,Customer_304,21,San Diego,2024-12-08 15:25:29.767609
CUST305,Customer_305,61,San Jose,2023-08-26 15:25:29.767612
CUST306,Customer_306,59,Philadelphia,2022-11-16 15:25:29.767615
CUST307,Customer_307,59,Los Angeles,2024-08-25 15:25:29.767620
CUST308,Customer_308,24,Houston,2024-11-28 15:25:29.767623
CUST309,Customer_309,21,San Diego,2024-03-22 15:25:29.767626
CUST310,Customer_310,43,Los Angeles,2023-02-08 15:25:29.767629
CUST311,Customer_311,64,Los Angeles,2023-09-04 15:25:29.767639
CUST312,Customer_312,39,San Antonio,2023-12-18 15:25:29.767642
CUST313,Customer_313,69,Chicago,2024-09-18 15:25:29.767645
CUST314,Customer_314,24,Phoenix,2022-11-27 15:25:29.767648
CUST315,Customer_315,33,Los Angeles,2022-09-16 15:25:29.767650
CUST316,Customer_316,30,Los Angeles,2023-08-17 15:25:29.767653
CUST317,Customer_317,30,Chicago,2022-08-18 15:25:29.767656
CUST318,Customer_318,52,Phoenix,2023-07-02 15:25:29.767659
CUST319,Customer_319,46,Los Angeles,2025-01-05 15:25:29.767662
CUST320,Customer_320,26,Chicago,2024-08-10 15:25:29.767664
CUST321,Customer_321,45,San Diego,2024-07-21 15:25:29.767667
CUST322,Customer_322,29,Chicago,2022-08-22 15:25:29.767670
CUST323,Customer_323,35,Houston,2022-10-05 15:25:29.767673
CUST324,Customer_324,47,Dallas,2024-07-13 15:25:29.767676
CUST325,Customer_325,33,New York,2022-09-30 15:25:29.767679
CUST326,Customer_326,22,Phoenix,2024-12-06 15:25:29.767682
CUST327,Customer_327,46,San Antonio,2024-05-24 15:25:29.767684
CUST328,Customer_328,69,Dallas,2025-01-01 15:25:29.767687
CUST329,Customer_329,53,Chicago,2023-10-25 15:25:29.767690
CUST330,Customer_330,24,San Diego,2024-12-14 15:25:29.767693
CUST331,Customer_331,21,Philadelphia,2022-07-09 15:25:29.767696
CUST332,Customer_332,59,San Antonio,2024-01-31 15:25:29.767699
CUST333,Customer_333,52,San Diego,2023-02-13 15:25:29.767702
CUST334,Customer_334,18,New York,2024-07-15 15:25:29.767704
CUST335,Customer_335,23,Phoenix,2024-04-29 15:25:29.767707
CUST336,Customer_336,66,Houston,2024-01-23 15:25:29.767710
CUST337,Customer_337,33,Los Angeles,2022-10-14 15:25:29.767714
CUST338,Customer_338,28,New York,2023-10-17 15:25:29.767716
CUST339,Customer_339,44,Houston,2023-09-05 15:25:29.767719
CUST340,Customer_340,49,Dallas,2023-12-25 15:25:29.767722
CUST341,Customer_341,48,Philadelphia,2023-04-25 15:25:29.767725
CUST342,Customer_342,31,San Antonio,2022-07-04 15:25:29.767728
CUST343,Customer_343,43,San Jose,2024-09-30 15:25:29.767731
CUST344,Customer_344,21,Philadelphia,2023-03-09 15:25:29.767734
CUST345,Customer_345,28,Philadelphia,2025-01-03 15:25:29.767737
CUST346,Customer_346,42,San Diego,2024-06-01 15:25:29.767739
CUST347,Customer_347,18,San Jose,2024-01-19 15:25:29.767742
CUST348,Customer_348,42,Dallas,2023-09-22 15:25:29.767745
CUST349,Customer_349,34,Dallas,2023-06-06 15:25:29.767748
CUST350,Customer_350,68,San Diego,2023-11-05 15:25:29.767751
CUST351,Customer_351,68,San Diego,2024-08-06 15:25:29.767754
CUST352,Customer_352,47,Phoenix,2022-05-27 15:25:29.767757
CUST353,Customer_353,36,San Jose,2022-08-27 15:25:29.767760
CUST354,Customer_354,45,Chicago,2023-10-07 15:25:29.767764
CUST355,Customer_355,62,Phoenix,2023-06-14 15:25:29.767767
CUST356,Customer_356,64,Chicago,2023-07-20 15:25:29.767770
CUST357,Customer_357,68,Phoenix,2024-02-11 15:25:29.767772
CUST358,Customer_358,53,Houston,2024-02-17 15:25:29.767775
CUST359,Customer_359,60,San Diego,2024-08-20 15:25:29.767778
CUST360,Customer_360,63,Philadelphia,2022-09-30 15:25:29.767781
CUST361,Customer_361,49,Phoenix,2022-08-03 15:25:29.767784
CUST362,Customer_362,27,New York,2024-05-15 15:25:29.767787
CUST363,Customer_363,30,Chicago,2022-12-30 15:25:29.767790
CUST364,Customer_364,36,Philadelphia,2022-10-07 15:25:29.767793
CUST365,Customer_365,31,Phoenix,2023-03-01 15:25:29.767796
CUST366,Customer_366,21,San Diego,2024-11-03 15:25:29.767799
CUST367,Customer_367,55,Chicago,2024-04-18 15:25:29.767802
CUST368,Customer_368,65,San Jose,2025-01-06 15:25:29.767805
CUST369,Customer_369,52,Chicago,2024-01-05 15:25:29.767808
CUST370,Customer_370,21,Dallas,2024-12-15 15:25:29.767811
CUST371,Customer_371,65,Phoenix,2024-08-21 15:25:29.767813
CUST372,Customer_372,38,Chicago,2022-09-13 15:25:29.767817
CUST373,Customer_373,21,Chicago,2023-06-29 15:25:29.767820
CUST374,Customer_374,21,Chicago,2022-11-28 15:25:29.767822
CUST375,Customer_375,55,Chicago,2022-05-22 15:25:29.767825
CUST376,Customer_376,48,Houston,2024-06-29 15:25:29.767828
CUST377,Customer_377,50,Los Angeles,2022-09-10 15:25:29.767831
CUST378,Customer_378,51,New York,2024-06-22 15:25:29.767834
CUST379,Customer_379,28,Philadelphia,2023-04-13 15:25:29.767837
CUST380,Customer_380,21,San Jose,2024-06-18 15:25:29.767839
CUST381,Customer_381,50,Chicago,2023-03-13 15:25:29.767842
CUST382,Customer_382,23,San Diego,2024-07-07 15:25:29.767845
CUST383,Customer_383,29,Phoenix,2024-05-04 15:25:29.767848
CUST384,Customer_384,22,Philadelphia,2023-04-08 15:25:29.767851
CUST385,Customer_385,56,Chicago,2023-12-12 15:25:29.767854
CUST386,Customer_386,22,Houston,2023-08-28 15:25:29.767857
CUST387,Customer_387,61,Dallas,2025-01-14 15:25:29.767860
CUST388,Customer_388,33,New York,2022-09-02 15:25:29.767863
CUST389,Customer_389,43,Philadelphia,2022-11-27 15:25:29.767865
CUST390,Customer_390,25,Philadelphia,2022-05-20 15:25:29.767868
CUST391,Customer_391,54,Chicago,2022-12-11 15:25:29.767871
CUST392,Customer_392,33,Philadelphia,2023-03-08 15:25:29.767874
CUST393,Customer_393,55,San Diego,2025-01-25 15:25:29.767877
CUST394,Customer_394,56,Dallas,2023-10-07 15:25:29.767879
CUST395,Customer_395,20,Chicago,2022-07-16 15:25:29.767882
CUST396,Customer_396,57,Dallas,2024-09-21 15:25:29.767891
CUST397,Customer_397,23,Phoenix,2023-04-13 15:25:29.767894
CUST398,Customer_398,44,Los Angeles,2024-08-10 15:25:29.767897
CUST399,Customer_399,60,New York,2023-05-30 15:25:29.767900
CUST400,Customer_400,55,San Antonio,2022-11-06 15:25:29.767903
CUST401,Customer_401,54,San Diego,2025-01-26 15:25:29.767905
CUST402,Customer_402,51,Chicago,2024-06-19 15:25:29.767911
CUST403,Customer_403,38,San Diego,2024-05-21 15:25:29.767914
CUST404,Customer_404,34,Philadelphia,2023-05-23 15:25:29.767917
CUST405,Customer_405,31,Chicago,2022-11-02 15:25:29.767919
CUST406,Customer_406,60,New York,2022-06-14 15:25:29.767922
