Transaction_ID,Customer_ID,Product_ID,Quantity,Purchase_Date,Total_Amount
TRAN41,CUST2001,PROD38,5,2022-06-02 15:25:29.819868,1855
TRAN42,CUST2396,PROD175,2,2024-05-11 15:25:29.819871,954
TRAN43,CUST1063,PROD41,1,2022-06-05 15:25:29.819872,385
TRAN44,CUST4966,PROD188,5,2024-12-09 15:25:29.819874,1555
TRAN45,CUST3259,PROD181,2,2023-03-11 15:25:29.819875,290
TRAN46,CUST3922,PROD168,3,2023-03-08 15:25:29.819877,195
TRAN47,CUST1003,PROD193,2,2023-03-10 15:25:29.819879,214
TRAN48,CUST630,PROD1,2,2022-08-08 15:25:29.819880,1000
TRAN49,CUST626,PROD22,5,2022-08-19 15:25:29.819882,1055
TRAN50,CUST2050,PROD186,1,2023-10-25 15:25:29.819884,179
TRAN51,CUST4454,PROD126,4,2025-01-08 15:25:29.819885,1492
TRAN52,CUST1687,PROD93,1,2023-01-26 15:25:29.819887,18
TRAN53,CUST4055,PROD77,3,2022-10-25 15:25:29.819888,1071
TRAN54,CUST2925,PROD94,4,2022-06-29 15:25:29.819891,1200
TRAN55,CUST1805,PROD70,2,2024-03-11 15:25:29.819893,362
TRAN56,CUST3634,PROD18,4,2024-04-02 15:25:29.819894,1472
TRAN57,CUST2480,PROD102,1,2023-10-13 15:25:29.819896,396
TRAN58,CUST3006,PROD71,4,2024-08-29 15:25:29.819898,80
TRAN59,CUST4518,PROD136,1,2024-12-16 15:25:29.819899,315
TRAN60,CUST2398,PROD128,2,2022-12-26 15:25:29.819901,932
TRAN61,CUST2001,PROD159,3,2023-05-10 15:25:29.819902,582
TRAN62,CUST4316,PROD36,1,2024-09-20 15:25:29.819904,336
TRAN63,CUST2192,PROD169,2,2023-11-18 15:25:29.819906,300
TRAN64,CUST2613,PROD179,4,2024-05-05 15:25:29.819907,1116
TRAN65,CUST4436,PROD18,2,2022-09-19 15:25:29.819909,736
TRAN66,CUST4125,PROD15,5,2022-08-23 15:25:29.819911,625
TRAN67,CUST856,PROD69,3,2024-01-03 15:25:29.819913,687
TRAN68,CUST443,PROD104,5,2023-03-02 15:25:29.819914,2030
TRAN69,CUST2840,PROD107,1,2024-03-05 15:25:29.819916,165
TRAN70,CUST3366,PROD34,2,2022-11-01 15:25:29.819918,228
TRAN71,CUST3984,PROD120,3,2024-09-11 15:25:29.819919,588
TRAN72,CUST2292,PROD82,5,2023-06-13 15:25:29.819921,950
TRAN73,CUST643,PROD167,1,2022-06-06 15:25:29.819922,337
TRAN74,CUST1668,PROD190,5,2023-12-09 15:25:29.819924,2465
TRAN75,CUST1124,PROD5,2,2023-10-22 15:25:29.819926,74
TRAN76,CUST4268,PROD200,4,2023-01-31 15:25:29.819927,1292
TRAN77,CUST1889,PROD26,4,2023-06-06 15:25:29.819929,1724
TRAN78,CUST2499,PROD92,5,2022-10-15 15:25:29.819931,2145
TRAN79,CUST4530,PROD44,3,2024-05-22 15:25:29.819933,312
TRAN80,CUST1727,PROD104,2,2022-07-26 15:25:29.819934,812
TRAN81,CUST1006,PROD175,4,2023-10-10 15:25:29.819937,1908
TRAN82,CUST3051,PROD175,3,2024-10-13 15:25:29.819940,1431
TRAN83,CUST1163,PROD147,2,2023-09-09 15:25:29.819942,896
TRAN84,CUST294,PROD115,4,2023-05-27 15:25:29.819945,1156
TRAN85,CUST1926,PROD65,3,2022-09-26 15:25:29.819948,246
TRAN86,CUST3607,PROD71,2,2022-06-20 15:25:29.819951,40
TRAN87,CUST3718,PROD44,1,2024-11-16 15:25:29.819954,104
TRAN88,CUST936,PROD14,3,2023-02-16 15:25:29.819956,453
TRAN89,CUST175,PROD59,3,2023-11-22 15:25:29.819960,135
TRAN90,CUST4088,PROD185,5,2023-12-12 15:25:29.819962,2320
TRAN91,CUST277,PROD102,3,2023-07-31 15:25:29.819965,1188
TRAN92,CUST2215,PROD15,3,2024-12-21 15:25:29.819968,375
TRAN93,CUST2278,PROD124,4,2023-09-21 15:25:29.819970,760
TRAN94,CUST4819,PROD137,5,2024-06-11 15:25:29.819973,1285
TRAN95,CUST3148,PROD197,1,2022-08-18 15:25:29.819976,369
TRAN96,CUST2461,PROD88,3,2023-02-03 15:25:29.819979,408
TRAN97,CUST693,PROD75,1,2024-10-09 15:25:29.819982,49
TRAN98,CUST490,PROD189,5,2023-01-22 15:25:29.819984,1115
TRAN99,CUST2287,PROD139,5,2022-06-12 15:25:29.819988,740
TRAN100,CUST4996,PROD49,3,2024-12-18 15:25:29.819990,762
TRAN101,CUST3146,PROD52,1,2025-01-05 15:25:29.819993,446
TRAN102,CUST4058,PROD4,3,2022-07-03 15:25:29.819996,204
TRAN103,CUST155,PROD147,4,2024-11-14 15:25:29.819998,1792
TRAN104,CUST3135,PROD96,2,2022-07-10 15:25:29.820001,316
TRAN105,CUST3152,PROD130,1,2023-11-03 15:25:29.820004,406
TRAN106,CUST3638,PROD127,5,2023-07-02 15:25:29.820007,900
TRAN107,CUST364,PROD37,4,2023-10-10 15:25:29.820009,628
TRAN108,CUST1839,PROD61,5,2023-10-11 15:25:29.820013,525
TRAN109,CUST1686,PROD177,5,2023-12-20 15:25:29.820016,2500
TRAN110,CUST3108,PROD143,5,2024-01-08 15:25:29.820018,1685
TRAN111,CUST1511,PROD56,4,2022-06-15 15:25:29.820020,388
TRAN112,CUST3532,PROD102,4,2023-03-22 15:25:29.820022,1584
TRAN113,CUST4363,PROD137,2,2024-12-18 15:25:29.820023,514
TRAN114,CUST429,PROD182,2,2024-12-12 15:25:29.820025,952
TRAN115,CUST2500,PROD165,1,2024-08-04 15:25:29.820027,498
TRAN116,CUST257,PROD3,2,2024-08-24 15:25:29.820028,244
TRAN117,CUST4437,PROD110,2,2025-01-20 15:25:29.820030,362
TRAN118,CUST2850,PROD13,1,2025-01-09 15:25:29.820032,61
TRAN119,CUST213,PROD23,3,2023-04-12 15:25:29.820034,183
TRAN120,CUST4987,PROD67,2,2022-07-08 15:25:29.820035,702
TRAN121,CUST2755,PROD86,2,2024-05-24 15:25:29.820037,520
TRAN122,CUST2151,PROD115,2,2023-03-01 15:25:29.820038,578
TRAN123,CUST4842,PROD153,2,2023-02-17 15:25:29.820040,50
TRAN124,CUST1774,PROD40,5,2023-11-21 15:25:29.820042,785
TRAN125,CUST225,PROD59,5,2024-03-25 15:25:29.820043,225
TRAN126,CUST2794,PROD35,2,2022-12-05 15:25:29.820045,374
TRAN127,CUST3556,PROD103,1,2024-09-23 15:25:29.820047,85
TRAN128,CUST3503,PROD125,5,2024-06-26 15:25:29.820048,820
TRAN129,CUST468,PROD20,4,2023-08-30 15:25:29.820050,868
TRAN130,CUST895,PROD69,1,2024-08-17 15:25:29.820052,229
TRAN131,CUST4533,PROD190,2,2024-09-17 15:25:29.820054,986
TRAN132,CUST3180,PROD170,3,2024-05-25 15:25:29.820055,1377
TRAN133,CUST2355,PROD137,1,2024-02-18 15:25:29.820057,257
TRAN134,CUST4381,PROD88,5,2024-03-13 15:25:29.820059,680
TRAN135,CUST3798,PROD129,2,2024-08-02 15:25:29.820060,550
TRAN136,CUST3473,PROD181,4,2024-09-12 15:25:29.820062,580
TRAN137,CUST4691,PROD26,1,2025-01-04 15:25:29.820064,431
TRAN138,CUST4656,PROD159,3,2023-05-29 15:25:29.820066,582
TRAN139,CUST4251,PROD163,1,2024-03-22 15:25:29.820069,109
TRAN140,CUST2131,PROD118,1,2024-10-23 15:25:29.820072,259
TRAN141,CUST1332,PROD2,3,2024-08-18 15:25:29.820075,198
TRAN142,CUST3124,PROD25,2,2024-05-13 15:25:29.820077,770
TRAN143,CUST3829,PROD94,5,2022-05-15 15:25:29.820080,1500
TRAN144,CUST1952,PROD12,4,2024-02-25 15:25:29.820083,1128
TRAN145,CUST1081,PROD185,4,2023-04-05 15:25:29.820085,1856
TRAN146,CUST125,PROD28,4,2023-02-14 15:25:29.820088,1456
TRAN147,CUST2300,PROD145,5,2023-12-20 15:25:29.820091,425
TRAN148,CUST2248,PROD111,3,2024-07-28 15:25:29.820094,723
TRAN149,CUST701,PROD128,4,2023-04-27 15:25:29.820096,1864
TRAN150,CUST2048,PROD156,1,2023-05-05 15:25:29.820100,389
TRAN151,CUST4447,PROD124,4,2024-10-15 15:25:29.820103,760
TRAN152,CUST2424,PROD172,2,2024-09-05 15:25:29.820105,714
TRAN153,CUST2766,PROD34,4,2023-01-07 15:25:29.820108,456
TRAN154,CUST4679,PROD8,1,2022-08-15 15:25:29.820111,304
TRAN155,CUST3233,PROD159,2,2022-08-03 15:25:29.820114,388
TRAN156,CUST317,PROD34,4,2025-01-11 15:25:29.820116,456
TRAN157,CUST2247,PROD90,3,2024-08-14 15:25:29.820117,198
TRAN158,CUST2964,PROD19,4,2024-01-31 15:25:29.820119,1504
TRAN159,CUST2202,PROD147,5,2024-05-15 15:25:29.820121,2240
TRAN160,CUST2053,PROD34,5,2022-10-25 15:25:29.820122,570
TRAN161,CUST4981,PROD12,4,2023-04-13 15:25:29.820124,1128
TRAN162,CUST102,PROD31,4,2022-10-17 15:25:29.820126,460
TRAN163,CUST1019,PROD144,2,2025-01-08 15:25:29.820127,40
TRAN164,CUST2515,PROD40,4,2023-06-24 15:25:29.820129,628
TRAN165,CUST4657,PROD141,5,2024-05-21 15:25:29.820130,1375
TRAN166,CUST2630,PROD186,1,2024-10-18 15:25:29.820132,179
TRAN167,CUST2167,PROD185,3,2024-11-14 15:25:29.820134,1392
TRAN168,CUST1465,PROD91,2,2022-08-13 15:25:29.820135,66
TRAN169,CUST3636,PROD33,4,2024-07-25 15:25:29.820137,1648
TRAN170,CUST3791,PROD61,2,2023-07-02 15:25:29.820138,210
TRAN171,CUST142,PROD59,5,2022-11-21 15:25:29.820140,225
TRAN172,CUST3604,PROD181,1,2023-12-19 15:25:29.820142,145
TRAN173,CUST73,PROD39,5,2024-02-28 15:25:29.820143,1575
TRAN174,CUST3822,PROD145,5,2024-05-12 15:25:29.820148,425
TRAN175,CUST304,PROD116,2,2024-02-13 15:25:29.820150,282
TRAN176,CUST2939,PROD1,2,2024-08-24 15:25:29.820151,1000
TRAN177,CUST3934,PROD69,2,2024-03-03 15:25:29.820153,458
TRAN178,CUST4560,PROD148,1,2023-02-23 15:25:29.820155,122
TRAN179,CUST1785,PROD166,5,2024-03-20 15:25:29.820156,1015
TRAN180,CUST3348,PROD51,4,2024-10-27 15:25:29.820158,664
TRAN181,CUST480,PROD194,1,2023-11-06 15:25:29.820160,31
TRAN182,CUST4748,PROD123,1,2022-12-01 15:25:29.820161,433
TRAN183,CUST652,PROD150,5,2024-01-02 15:25:29.820163,410
TRAN184,CUST2265,PROD88,5,2024-03-13 15:25:29.820164,680
TRAN185,CUST5000,PROD130,5,2023-12-06 15:25:29.820166,2030
TRAN186,CUST4518,PROD42,2,2023-02-01 15:25:29.820168,22
TRAN187,CUST2573,PROD152,3,2023-05-17 15:25:29.820169,792
TRAN188,CUST525,PROD27,4,2023-07-11 15:25:29.820171,1840
TRAN189,CUST3609,PROD88,4,2024-06-23 15:25:29.820173,544
TRAN190,CUST1473,PROD138,1,2023-11-30 15:25:29.820174,67
TRAN191,CUST2114,PROD162,4,2024-03-30 15:25:29.820176,220
TRAN192,CUST2263,PROD96,3,2022-09-19 15:25:29.820177,474
TRAN193,CUST2127,PROD83,1,2023-05-29 15:25:29.820179,252
TRAN194,CUST4055,PROD32,5,2022-06-17 15:25:29.820181,485
TRAN195,CUST1043,PROD20,4,2024-03-09 15:25:29.820182,868
TRAN196,CUST1864,PROD110,2,2025-01-08 15:25:29.820184,362
TRAN197,CUST1430,PROD55,1,2022-10-09 15:25:29.820186,132
TRAN198,CUST1204,PROD155,1,2023-06-01 15:25:29.820187,305
TRAN199,CUST407,PROD166,5,2023-04-05 15:25:29.820189,1015
TRAN200,CUST1907,PROD114,5,2022-08-22 15:25:29.820192,945
TRAN201,CUST938,PROD22,4,2024-08-07 15:25:29.820194,844
TRAN202,CUST316,PROD73,2,2023-12-14 15:25:29.820198,290
TRAN203,CUST1510,PROD154,4,2024-09-05 15:25:29.820201,540
TRAN204,CUST4152,PROD43,4,2023-08-30 15:25:29.820203,232
TRAN205,CUST3608,PROD5,5,2022-06-30 15:25:29.820206,185
TRAN206,CUST4751,PROD120,2,2023-05-15 15:25:29.820209,392
TRAN207,CUST2600,PROD86,5,2022-10-29 15:25:29.820212,1300
TRAN208,CUST344,PROD118,1,2023-09-29 15:25:29.820215,259
TRAN209,CUST4534,PROD78,4,2024-01-21 15:25:29.820217,1596
TRAN210,CUST1868,PROD179,5,2023-03-14 15:25:29.820220,1395
TRAN211,CUST499,PROD29,5,2022-05-14 15:25:29.820224,735
TRAN212,CUST2123,PROD80,4,2023-09-20 15:25:29.820227,56
TRAN213,CUST2109,PROD47,1,2024-08-31 15:25:29.820230,368
TRAN214,CUST133,PROD77,1,2024-12-05 15:25:29.820233,357
TRAN215,CUST2895,PROD144,4,2022-05-19 15:25:29.820236,80
TRAN216,CUST4428,PROD120,4,2023-01-19 15:25:29.820239,784
TRAN217,CUST367,PROD61,5,2023-03-27 15:25:29.820242,525
TRAN218,CUST4920,PROD150,5,2023-01-22 15:25:29.820245,410
TRAN219,CUST1923,PROD106,1,2024-07-22 15:25:29.820248,61
TRAN220,CUST2865,PROD41,2,2023-02-06 15:25:29.820251,770
TRAN221,CUST895,PROD99,4,2022-07-29 15:25:29.820254,1112
TRAN222,CUST635,PROD34,5,2024-10-25 15:25:29.820257,570
TRAN223,CUST4153,PROD89,1,2024-04-16 15:25:29.820260,251
TRAN224,CUST3636,PROD154,3,2023-02-25 15:25:29.820262,405
TRAN225,CUST928,PROD21,2,2024-07-17 15:25:29.820265,420
TRAN226,CUST4187,PROD133,3,2022-09-12 15:25:29.820267,1356
TRAN227,CUST635,PROD140,2,2025-01-24 15:25:29.820269,722
TRAN228,CUST1942,PROD61,5,2023-12-16 15:25:29.820272,525
TRAN229,CUST1672,PROD178,3,2024-10-23 15:25:29.820275,1374
TRAN230,CUST2669,PROD18,4,2024-04-03 15:25:29.820282,1472
TRAN231,CUST4673,PROD46,3,2024-06-06 15:25:29.820286,1422
TRAN232,CUST3043,PROD77,5,2022-10-26 15:25:29.820289,1785
TRAN233,CUST3408,PROD168,1,2024-08-06 15:25:29.820292,65
TRAN234,CUST585,PROD148,4,2023-08-31 15:25:29.820297,488
TRAN235,CUST3494,PROD121,5,2023-09-10 15:25:29.820299,1220
TRAN236,CUST2320,PROD187,1,2022-06-10 15:25:29.820302,210
TRAN237,CUST1173,PROD116,4,2024-01-26 15:25:29.820305,564
TRAN238,CUST203,PROD61,5,2022-06-16 15:25:29.820308,525
TRAN239,CUST2676,PROD195,2,2023-08-12 15:25:29.820311,612
TRAN240,CUST4973,PROD166,2,2023-06-23 15:25:29.820314,406
TRAN241,CUST2952,PROD112,3,2023-05-09 15:25:29.820317,783
TRAN242,CUST2745,PROD182,1,2024-04-13 15:25:29.820320,476
TRAN243,CUST3344,PROD119,5,2023-10-29 15:25:29.820323,695
TRAN244,CUST3070,PROD123,5,2024-12-25 15:25:29.820326,2165
TRAN245,CUST3856,PROD44,4,2023-05-31 15:25:29.820328,416
TRAN246,CUST2409,PROD193,5,2023-04-01 15:25:29.820332,535
TRAN247,CUST256,PROD67,4,2023-06-18 15:25:29.820334,1404
TRAN248,CUST1314,PROD77,1,2022-10-25 15:25:29.820336,357
TRAN249,CUST3018,PROD49,2,2025-01-13 15:25:29.820338,508
TRAN250,CUST366,PROD163,1,2023-12-07 15:25:29.820339,109
TRAN251,CUST2383,PROD79,1,2023-06-02 15:25:29.820341,446
TRAN252,CUST1230,PROD51,5,2023-06-25 15:25:29.820343,830
TRAN253,CUST4844,PROD162,1,2023-01-19 15:25:29.820344,55
TRAN254,CUST210,PROD88,5,2023-01-06 15:25:29.820346,680
TRAN255,CUST871,PROD78,2,2023-07-24 15:25:29.820348,798
TRAN256,CUST4990,PROD160,3,2024-10-10 15:25:29.820349,345
TRAN257,CUST1733,PROD119,5,2023-07-19 15:25:29.820351,695
TRAN258,CUST2565,PROD133,1,2023-07-05 15:25:29.820353,452
TRAN259,CUST4185,PROD127,5,2024-09-25 15:25:29.820354,900
TRAN260,CUST4164,PROD43,5,2024-06-20 15:25:29.820356,290
TRAN261,CUST4764,PROD155,3,2022-11-19 15:25:29.820358,915
TRAN262,CUST2819,PROD97,3,2022-09-24 15:25:29.820359,1311
TRAN263,CUST1761,PROD93,3,2023-10-09 15:25:29.820361,54
TRAN264,CUST3104,PROD122,5,2024-11-22 15:25:29.820364,80
TRAN265,CUST4774,PROD29,4,2024-12-04 15:25:29.820366,588
TRAN266,CUST268,PROD87,5,2024-05-15 15:25:29.820369,2285
TRAN267,CUST1230,PROD104,5,2024-03-30 15:25:29.820372,2030
TRAN268,CUST3122,PROD193,1,2023-06-22 15:25:29.820375,107
TRAN269,CUST643,PROD183,3,2024-12-05 15:25:29.820378,1071
TRAN270,CUST634,PROD79,5,2023-09-16 15:25:29.820381,2230
TRAN271,CUST1840,PROD58,2,2024-10-28 15:25:29.820384,716
TRAN272,CUST4632,PROD133,2,2023-04-03 15:25:29.820387,904
TRAN273,CUST4125,PROD174,3,2024-10-19 15:25:29.820390,1410
TRAN274,CUST4706,PROD166,4,2024-06-20 15:25:29.820391,812
TRAN275,CUST4492,PROD12,3,2023-03-31 15:25:29.820393,846
TRAN276,CUST3425,PROD41,5,2023-11-29 15:25:29.820395,1925
TRAN277,CUST4416,PROD158,4,2024-05-20 15:25:29.820397,920
TRAN278,CUST994,PROD147,4,2023-11-27 15:25:29.820398,1792
TRAN279,CUST4324,PROD13,2,2023-07-31 15:25:29.820400,122
TRAN280,CUST422,PROD196,4,2022-05-31 15:25:29.820402,1104
TRAN281,CUST4974,PROD58,1,2023-05-16 15:25:29.820403,358
TRAN282,CUST3870,PROD70,2,2024-12-10 15:25:29.820405,362
TRAN283,CUST4297,PROD137,1,2022-08-21 15:25:29.820407,257
TRAN284,CUST4263,PROD166,2,2022-05-27 15:25:29.820408,406
TRAN285,CUST3613,PROD5,1,2024-01-06 15:25:29.820410,37
TRAN286,CUST2597,PROD165,5,2023-02-07 15:25:29.820411,2490
TRAN287,CUST2206,PROD76,1,2023-08-08 15:25:29.820413,97
TRAN288,CUST1598,PROD33,4,2022-07-29 15:25:29.820415,1648
TRAN289,CUST4713,PROD76,4,2023-08-13 15:25:29.820416,388
TRAN290,CUST2401,PROD121,4,2023-10-14 15:25:29.820418,976
TRAN291,CUST2000,PROD149,3,2023-08-26 15:25:29.820420,1041
TRAN292,CUST2693,PROD108,1,2024-03-19 15:25:29.820421,421
TRAN293,CUST1992,PROD13,3,2023-08-02 15:25:29.820423,183
TRAN294,CUST2966,PROD161,5,2022-06-29 15:25:29.820425,1955
TRAN295,CUST1892,PROD8,5,2025-01-08 15:25:29.820426,1520
TRAN296,CUST3735,PROD185,4,2024-07-25 15:25:29.820428,1856
TRAN297,CUST2579,PROD13,3,2023-06-01 15:25:29.820429,183
TRAN298,CUST946,PROD146,2,2024-10-24 15:25:29.820431,440
TRAN299,CUST1975,PROD74,1,2024-09-11 15:25:29.820433,461
TRAN300,CUST3646,PROD3,5,2023-04-16 15:25:29.820434,610
TRAN301,CUST3359,PROD154,4,2022-11-05 15:25:29.820436,540
TRAN302,CUST2965,PROD17,5,2023-10-21 15:25:29.820438,1635
TRAN303,CUST653,PROD108,1,2022-11-11 15:25:29.820439,421
TRAN304,CUST2884,PROD179,2,2022-09-20 15:25:29.820441,558
TRAN305,CUST4592,PROD91,4,2023-09-27 15:25:29.820443,132
TRAN306,CUST4143,PROD124,5,2023-05-13 15:25:29.820444,950
TRAN307,CUST627,PROD59,2,2022-11-20 15:25:29.820446,90
TRAN308,CUST2968,PROD123,3,2024-12-27 15:25:29.820448,1299
TRAN309,CUST3967,PROD107,2,2024-02-25 15:25:29.820449,330
TRAN310,CUST4958,PROD33,4,2024-07-23 15:25:29.820452,1648
TRAN311,CUST1888,PROD74,1,2022-05-26 15:25:29.820454,461
TRAN312,CUST3678,PROD43,2,2023-03-19 15:25:29.820456,116
TRAN313,CUST3432,PROD104,4,2023-07-30 15:25:29.820458,1624
TRAN314,CUST1883,PROD98,5,2023-01-05 15:25:29.820460,630
TRAN315,CUST4665,PROD178,5,2023-09-11 15:25:29.820463,2290
TRAN316,CUST1027,PROD200,4,2024-02-29 15:25:29.820466,1292
TRAN317,CUST4405,PROD178,1,2024-11-18 15:25:29.820468,458
TRAN318,CUST2007,PROD36,3,2023-01-29 15:25:29.820471,1008
TRAN319,CUST3340,PROD33,1,2023-02-25 15:25:29.820474,412
TRAN320,CUST4791,PROD94,3,2023-09-03 15:25:29.820476,900
TRAN321,CUST1132,PROD67,3,2023-02-23 15:25:29.820479,1053
TRAN322,CUST4961,PROD153,4,2022-10-05 15:25:29.820482,100
TRAN323,CUST2133,PROD40,5,2023-05-07 15:25:29.820484,785
TRAN324,CUST2351,PROD9,1,2024-02-20 15:25:29.820487,146
TRAN325,CUST2799,PROD57,2,2024-07-01 15:25:29.820489,342
TRAN326,CUST2572,PROD106,4,2023-01-18 15:25:29.820492,244
TRAN327,CUST967,PROD154,2,2022-12-18 15:25:29.820494,270
TRAN328,CUST668,PROD60,1,2024-05-22 15:25:29.820497,95
TRAN329,CUST3347,PROD14,3,2022-05-27 15:25:29.820499,453
TRAN330,CUST3450,PROD153,2,2024-08-03 15:25:29.820501,50
TRAN331,CUST4138,PROD195,1,2022-09-30 15:25:29.820504,306
TRAN332,CUST1216,PROD22,4,2023-06-23 15:25:29.820506,844
TRAN333,CUST4719,PROD184,3,2023-10-30 15:25:29.820508,564
TRAN334,CUST4049,PROD69,4,2023-04-19 15:25:29.820511,916
TRAN335,CUST1623,PROD162,2,2022-06-05 15:25:29.820513,110
TRAN336,CUST1474,PROD16,3,2024-12-10 15:25:29.820516,1383
TRAN337,CUST3720,PROD26,4,2024-06-13 15:25:29.820518,1724
TRAN338,CUST128,PROD174,5,2023-07-02 15:25:29.820520,2350
TRAN339,CUST1367,PROD86,5,2023-01-04 15:25:29.820523,1300
TRAN340,CUST990,PROD38,3,2022-07-26 15:25:29.820525,1113
TRAN341,CUST3430,PROD120,3,2023-10-19 15:25:29.820527,588
TRAN342,CUST2158,PROD62,2,2023-01-16 15:25:29.820530,360
TRAN343,CUST4544,PROD28,2,2022-12-17 15:25:29.820532,728
TRAN344,CUST3850,PROD182,1,2022-11-22 15:25:29.820535,476
TRAN345,CUST828,PROD30,4,2023-09-17 15:25:29.820537,1052
TRAN346,CUST1036,PROD193,5,2024-07-11 15:25:29.820539,535
TRAN347,CUST280,PROD118,2,2024-06-11 15:25:29.820542,518
TRAN348,CUST3535,PROD48,4,2022-06-14 15:25:29.820544,1312
TRAN349,CUST197,PROD47,2,2023-08-27 15:25:29.820547,736
TRAN350,CUST1368,PROD102,1,2025-01-31 15:25:29.820549,396
TRAN351,CUST599,PROD80,3,2022-08-31 15:25:29.820551,42
TRAN352,CUST1085,PROD17,5,2025-01-03 15:25:29.820554,1635
TRAN353,CUST4219,PROD67,4,2024-05-21 15:25:29.820556,1404
TRAN354,CUST4337,PROD126,4,2022-07-23 15:25:29.820560,1492
TRAN355,CUST3180,PROD85,4,2024-11-03 15:25:29.820563,40
TRAN356,CUST3460,PROD108,2,2024-05-17 15:25:29.820566,842
TRAN357,CUST2903,PROD147,1,2023-03-23 15:25:29.820568,448
TRAN358,CUST1045,PROD4,5,2022-06-03 15:25:29.820571,340
TRAN359,CUST3296,PROD3,3,2022-10-25 15:25:29.820573,366
TRAN360,CUST4563,PROD163,1,2024-07-20 15:25:29.820576,109
TRAN361,CUST1978,PROD17,4,2024-08-19 15:25:29.820579,1308
TRAN362,CUST2404,PROD134,5,2023-04-07 15:25:29.820581,2355
TRAN363,CUST976,PROD69,3,2022-07-20 15:25:29.820584,687
TRAN364,CUST2760,PROD33,4,2022-07-27 15:25:29.820587,1648
TRAN365,CUST2758,PROD157,3,2022-12-03 15:25:29.820590,1098
TRAN366,CUST4846,PROD58,1,2023-02-24 15:25:29.820592,358
TRAN367,CUST4987,PROD56,1,2023-12-04 15:25:29.820594,97
TRAN368,CUST883,PROD85,3,2023-01-19 15:25:29.820595,30
TRAN369,CUST371,PROD157,4,2023-03-04 15:25:29.820597,1464
TRAN370,CUST605,PROD136,4,2023-04-15 15:25:29.820598,1260
TRAN371,CUST2908,PROD189,3,2022-06-17 15:25:29.820600,669
TRAN372,CUST3678,PROD70,4,2023-05-20 15:25:29.820602,724
TRAN373,CUST3350,PROD115,4,2022-08-10 15:25:29.820603,1156
TRAN374,CUST3685,PROD79,2,2024-03-21 15:25:29.820605,892
TRAN375,CUST3570,PROD42,1,2023-04-25 15:25:29.820607,11
