Customer_ID,Name,Age,Gender,Location,Product_Category,Purchase_Amount,Purchase_Date,Loyalty_Points,Website_Visits,Preferred_Payment_Method
CUST1086,Customer_86,35,Female,East,Electronics,333.86,2024-02-21,976,49,Credit Card
CUST1087,Customer_87,44,Male,East,Beauty,372.02,2024-08-11,491,26,Net Banking
CUST1088,Customer_88,41,Male,North,Home,110.78,2024-12-12,39,22,Debit Card
CUST1089,Customer_89,66,Male,West,Beauty,103.17,2024-03-05,194,9,Net Banking
CUST1090,Customer_90,67,Male,East,Home,147.89,2024-02-05,600,15,Credit Card
CUST1091,Customer_91,23,Female,South,Home,279.41,2024-12-26,906,43,UPI
CUST1092,Customer_92,46,Female,North,Beauty,154.63,2024-06-22,727,42,Debit Card
CUST1093,Customer_93,29,Female,East,Home,67.14,2024-07-07,361,39,Debit Card
CUST1094,Customer_94,67,Female,West,Electronics,197.87,2024-09-03,811,40,Debit Card
CUST1095,Customer_95,43,Female,West,Home,423.65,2024-07-13,41,17,UPI
CUST1096,Customer_96,41,Male,West,Home,172.0,2024-02-13,95,23,Net Banking
CUST1097,Customer_97,68,Female,South,Electronics,473.42,2024-09-02,2,18,Net Banking
CUST1098,Customer_98,31,Female,North,Home,477.13,2024-01-28,342,29,UPI
CUST1099,Customer_99,27,Male,West,Beauty,90.54,2024-08-14,219,21,Cash
CUST1100,Customer_100,46,Male,East,Fashion,422.31,2024-03-12,283,4,Cash
CUST1101,Customer_101,53,Female,North,Beauty,301.74,2024-09-27,898,40,Debit Card
CUST1102,Customer_102,34,Male,East,Electronics,117.54,2024-05-10,545,40,Cash
CUST1103,Customer_103,57,Female,North,Toys,264.05,2024-05-25,57,43,Debit Card
CUST1104,Customer_104,37,Male,North,Home,79.74,2024-09-07,297,40,Debit Card
CUST1105,Customer_105,30,Female,East,Toys,475.07,2024-12-25,780,24,UPI
CUST1106,Customer_106,68,Male,North,Toys,359.33,2024-03-19,386,45,Net Banking
CUST1107,Customer_107,38,Female,East,Home,388.34,2024-10-21,974,13,Credit Card
CUST1108,Customer_108,30,Male,West,Home,102.62,2024-03-14,238,45,Debit Card
CUST1109,Customer_109,38,Male,South,Electronics,301.26,2024-07-04,632,15,Cash
CUST1110,Customer_110,29,Female,North,Toys,248.72,2024-10-01,23,13,Cash
CUST1111,Customer_111,64,Male,East,Beauty,172.47,2024-06-05,917,33,Cash
CUST1112,Customer_112,30,Male,South,Home,253.55,2024-07-28,607,13,Debit Card
CUST1113,Customer_113,60,Male,North,Fashion,353.39,2024-04-23,729,32,UPI
CUST1114,Customer_114,61,Male,West,Beauty,62.03,2024-04-12,411,33,Net Banking
CUST1115,Customer_115,49,Male,North,Fashion,402.81,2024-12-10,956,42,Credit Card
CUST1116,Customer_116,43,Female,South,Beauty,224.89,2024-01-12,865,33,Net Banking
CUST1117,Customer_117,67,Female,West,Toys,194.81,2024-09-01,700,10,Net Banking
CUST1118,Customer_118,56,Female,West,Fashion,155.5,2024-05-06,940,16,Debit Card
CUST1119,Customer_119,44,Male,South,Toys,67.27,2024-03-06,429,3,UPI
CUST1120,Customer_120,35,Female,South,Beauty,149.04,2024-10-04,162,36,Debit Card
CUST1121,Customer_121,24,Male,West,Home,123.56,2024-07-07,621,23,Debit Card
CUST1122,Customer_122,50,Female,West,Home,293.69,2024-10-24,381,29,Debit Card
CUST1123,Customer_123,48,Male,East,Electronics,52.51,2024-12-20,178,37,UPI
CUST1124,Customer_124,70,Female,South,Beauty,460.65,2024-09-14,758,30,Debit Card
CUST1125,Customer_125,35,Female,West,Home,391.9,2024-07-23,369,44,UPI
CUST1126,Customer_126,63,Male,West,Toys,287.92,2024-04-01,113,25,UPI
CUST1127,Customer_127,46,Female,North,Toys,278.29,2024-04-22,704,28,Debit Card
CUST1128,Customer_128,66,Male,South,Home,255.4,2024-10-20,668,4,Debit Card
CUST1129,Customer_129,70,Male,East,Home,63.6,2024-05-03,104,25,Credit Card
CUST1130,Customer_130,62,Male,South,Toys,222.91,2024-10-28,534,49,UPI
CUST1131,Customer_131,41,Male,West,Toys,475.38,2024-05-11,81,26,Debit Card
CUST1132,Customer_132,31,Male,South,Home,482.11,2024-07-18,908,32,UPI
CUST1133,Customer_133,44,Female,West,Beauty,396.83,2024-05-10,814,9,Credit Card
CUST1134,Customer_134,62,Female,North,Home,176.59,2024-07-04,914,22,Credit Card
CUST1135,Customer_135,45,Female,West,Home,231.38,2024-10-04,755,24,Cash
CUST1136,Customer_136,53,Female,East,Fashion,17.81,2024-07-04,122,13,Net Banking
CUST1137,Customer_137,27,Female,West,Beauty,393.98,2024-04-10,790,33,Cash
CUST1138,Customer_138,59,Male,South,Home,89.35,2024-03-21,619,1,Credit Card
CUST1139,Customer_139,62,Female,North,Electronics,146.68,2024-08-20,60,29,Cash
CUST1140,Customer_140,55,Female,West,Toys,145.7,2024-03-25,653,29,Credit Card
CUST1141,Customer_141,23,Male,South,Electronics,255.25,2024-03-09,894,14,Net Banking
CUST1142,Customer_142,44,Female,South,Electronics,343.21,2024-08-31,525,1,Debit Card
CUST1143,Customer_143,24,Male,East,Fashion,455.23,2024-08-04,842,12,Debit Card
CUST1144,Customer_144,33,Female,North,Fashion,106.49,2024-08-17,219,10,Debit Card
CUST1145,Customer_145,57,Male,East,Beauty,229.86,2024-11-26,21,22,UPI
CUST1146,Customer_146,45,Male,South,Electronics,478.4,2024-02-07,618,28,Cash
CUST1147,Customer_147,67,Male,North,Beauty,394.95,2024-11-05,166,28,Debit Card
CUST1148,Customer_148,52,Female,East,Electronics,159.04,2024-08-20,248,22,Cash
CUST1149,Customer_149,63,Male,West,Toys,292.6,2024-07-20,322,36,Cash
CUST1150,Customer_150,57,Female,West,Fashion,60.49,2024-10-06,120,6,Net Banking
CUST1151,Customer_151,30,Male,North,Toys,202.59,2024-01-11,787,29,Cash
CUST1152,Customer_152,25,Female,East,Beauty,101.14,2024-11-23,441,49,Net Banking
CUST1153,Customer_153,43,Female,East,Toys,371.13,2024-04-19,414,34,Debit Card
CUST1154,Customer_154,42,Female,East,Electronics,356.02,2024-12-06,524,11,Debit Card
CUST1155,Customer_155,51,Female,West,Beauty,17.21,2024-10-05,161,27,Net Banking
CUST1156,Customer_156,32,Male,West,Beauty,390.78,2024-11-25,964,35,Credit Card
CUST1157,Customer_157,41,Male,South,Fashion,235.73,2024-01-10,87,47,Debit Card
CUST1158,Customer_158,25,Male,East,Fashion,93.54,2024-04-13,875,47,Debit Card
CUST1159,Customer_159,49,Male,North,Fashion,391.17,2024-12-04,751,41,Net Banking
CUST1160,Customer_160,51,Female,North,Beauty,362.4,2024-07-15,435,31,Credit Card
CUST1161,Customer_161,37,Female,South,Beauty,431.73,2024-01-16,67,4,Net Banking
CUST1162,Customer_162,33,Male,South,Home,372.34,2024-04-06,588,12,Cash
CUST1163,Customer_163,25,Male,South,Toys,493.93,2024-03-03,376,12,Credit Card
CUST1164,Customer_164,60,Female,South,Beauty,451.54,2024-04-09,92,15,UPI
CUST1165,Customer_165,49,Female,East,Electronics,237.33,2024-12-22,558,2,UPI
CUST1166,Customer_166,34,Female,East,Beauty,106.05,2024-11-30,987,43,UPI
CUST1167,Customer_167,38,Female,South,Toys,277.51,2024-09-29,401,50,Cash
CUST1168,Customer_168,28,Male,East,Toys,187.96,2024-09-01,545,15,Debit Card
CUST1169,Customer_169,54,Male,East,Fashion,121.64,2024-02-24,843,49,UPI
CUST1170,Customer_170,55,Female,East,Electronics,446.19,2024-08-15,859,12,Debit Card
CUST1171,Customer_171,56,Female,South,Home,103.96,2024-04-24,391,17,Cash
CUST1172,Customer_172,70,Female,East,Electronics,444.05,2024-08-28,65,24,Cash
CUST1173,Customer_173,68,Male,North,Electronics,195.9,2024-06-12,948,6,Debit Card
CUST1174,Customer_174,37,Male,North,Fashion,121.77,2024-11-14,920,11,Debit Card
CUST1175,Customer_175,23,Female,South,Toys,203.55,2024-05-10,552,10,UPI
CUST1176,Customer_176,35,Male,West,Electronics,273.83,2024-05-30,759,27,Net Banking
CUST1177,Customer_177,45,Male,North,Fashion,156.66,2024-06-11,497,17,Cash
CUST1178,Customer_178,68,Male,East,Fashion,388.52,2024-11-24,963,32,Credit Card
CUST1179,Customer_179,69,Female,East,Beauty,165.23,2024-12-30,300,20,Debit Card
CUST1180,Customer_180,56,Female,East,Beauty,391.13,2024-04-18,735,3,UPI
CUST1181,Customer_181,43,Male,South,Beauty,380.5,2024-11-02,221,3,Cash
CUST1182,Customer_182,63,Female,South,Home,59.91,2024-05-29,199,46,UPI
CUST1183,Customer_183,58,Female,North,Beauty,414.85,2024-09-01,289,18,Credit Card
CUST1184,Customer_184,29,Female,West,Home,63.27,2024-04-18,112,13,Credit Card
CUST1185,Customer_185,65,Female,East,Electronics,231.98,2024-09-03,602,50,Credit Card
CUST1186,Customer_186,62,Female,West,Beauty,498.42,2024-02-15,768,42,UPI
CUST1187,Customer_187,28,Female,East,Beauty,38.06,2024-08-21,25,45,Cash
CUST1188,Customer_188,39,Female,East,Electronics,109.38,2024-04-11,671,13,Debit Card
CUST1189,Customer_189,32,Female,West,Home,492.5,2024-05-18,860,26,Cash
CUST1190,Customer_190,29,Female,West,Electronics,180.2,2024-09-10,368,10,Cash
CUST1191,Customer_191,35,Female,East,Fashion,288.6,2024-03-22,778,12,UPI
CUST1192,Customer_192,61,Female,West,Beauty,367.55,2024-09-28,433,42,Net Banking
CUST1193,Customer_193,66,Female,East,Fashion,411.11,2024-06-25,256,25,UPI
CUST1194,Customer_194,32,Male,East,Toys,96.95,2024-03-07,994,11,Net Banking
CUST1195,Customer_195,29,Female,West,Home,67.55,2024-07-22,603,40,Cash
CUST1196,Customer_196,51,Male,South,Electronics,39.4,2024-11-10,251,17,Debit Card
CUST1197,Customer_197,36,Female,North,Home,146.88,2024-11-16,419,16,Net Banking
CUST1198,Customer_198,33,Male,North,Home,312.31,2024-03-03,151,48,UPI
CUST1199,Customer_199,53,Male,South,Electronics,48.71,2024-05-26,567,21,Net Banking
CUST1200,Customer_200,59,Male,South,Electronics,472.87,2024-11-14,406,15,Net Banking
CUST1201,Customer_201,19,Female,West,Toys,161.79,2024-09-19,520,50,Net Banking
CUST1202,Customer_202,24,Female,South,Electronics,378.12,2024-09-08,906,41,Net Banking
CUST1203,Customer_203,35,Male,South,Electronics,411.8,2024-10-12,904,17,Net Banking
CUST1204,Customer_204,37,Male,East,Home,20.13,2024-05-07,757,40,Cash
CUST1205,Customer_205,49,Male,North,Fashion,362.44,2024-08-24,833,12,Debit Card
CUST1206,Customer_206,47,Female,South,Toys,272.97,2024-09-26,497,29,Credit Card
CUST1207,Customer_207,62,Female,West,Beauty,262.64,2024-07-06,790,28,Cash
CUST1208,Customer_208,28,Female,South,Electronics,497.81,2024-08-24,464,24,Credit Card
CUST1209,Customer_209,49,Male,West,Beauty,258.87,2024-03-18,69,14,Net Banking
CUST1210,Customer_210,30,Male,East,Fashion,20.58,2024-09-04,484,27,Debit Card
CUST1211,Customer_211,51,Female,South,Toys,401.98,2024-10-13,16,27,Net Banking
CUST1212,Customer_212,26,Female,South,Fashion,491.2,2024-10-17,561,39,Debit Card
CUST1213,Customer_213,48,Female,North,Beauty,130.37,2024-12-27,116,2,Credit Card
CUST1214,Customer_214,70,Male,North,Fashion,347.84,2024-05-31,186,16,Net Banking
CUST1215,Customer_215,24,Male,West,Beauty,205.57,2024-07-20,318,17,Net Banking
CUST1216,Customer_216,24,Female,North,Beauty,453.6,2024-10-20,637,10,Credit Card
CUST1217,Customer_217,48,Male,West,Toys,374.85,2024-09-02,81,44,Debit Card
CUST1218,Customer_218,59,Female,South,Electronics,320.87,2024-07-25,430,37,UPI
CUST1219,Customer_219,50,Male,South,Fashion,492.61,2024-11-16,631,26,Net Banking
CUST1220,Customer_220,47,Female,West,Home,199.94,2024-08-25,506,36,UPI
CUST1221,Customer_221,62,Female,East,Electronics,355.1,2024-10-03,4,21,Cash
CUST1222,Customer_222,25,Male,West,Toys,471.13,2024-03-15,125,20,Cash
CUST1223,Customer_223,62,Male,West,Toys,407.15,2024-01-06,241,19,Credit Card
CUST1224,Customer_224,46,Male,North,Beauty,81.26,2024-12-27,11,37,UPI
CUST1225,Customer_225,56,Male,East,Electronics,62.4,2024-05-26,363,30,Debit Card
CUST1226,Customer_226,56,Male,South,Fashion,42.14,2024-02-01,503,2,Credit Card
CUST1227,Customer_227,25,Male,East,Beauty,497.97,2024-04-21,825,39,Cash
CUST1228,Customer_228,50,Female,North,Fashion,236.93,2024-05-04,474,23,Net Banking
CUST1229,Customer_229,19,Male,South,Home,348.71,2024-12-30,842,15,UPI
CUST1230,Customer_230,39,Female,North,Beauty,331.65,2024-06-22,61,16,Net Banking
CUST1231,Customer_231,38,Male,West,Electronics,87.08,2024-07-30,782,30,Debit Card
CUST1232,Customer_232,51,Male,North,Electronics,473.96,2024-05-18,134,5,Net Banking
CUST1233,Customer_233,50,Male,East,Toys,294.75,2024-07-16,22,15,Credit Card
CUST1234,Customer_234,18,Female,East,Home,397.33,2024-07-15,214,23,Credit Card
CUST1235,Customer_235,66,Female,East,Toys,484.59,2024-09-03,132,44,Cash
CUST1236,Customer_236,29,Female,South,Toys,41.4,2024-08-16,672,40,Net Banking
CUST1237,Customer_237,40,Male,West,Beauty,58.87,2024-03-07,609,32,Net Banking
CUST1238,Customer_238,49,Male,East,Fashion,446.49,2024-10-07,591,2,Credit Card
CUST1239,Customer_239,34,Male,East,Home,167.12,2024-10-09,219,10,Cash
CUST1240,Customer_240,62,Female,East,Beauty,492.2,2024-10-22,168,42,Credit Card
CUST1241,Customer_241,19,Female,East,Fashion,179.89,2024-06-11,801,35,Debit Card
CUST1242,Customer_242,28,Female,North,Toys,451.78,2024-08-28,174,33,Debit Card
CUST1243,Customer_243,34,Female,South,Toys,51.66,2024-06-05,105,45,Net Banking
CUST1244,Customer_244,50,Male,West,Beauty,414.87,2024-07-11,197,13,UPI
CUST1245,Customer_245,48,Female,South,Fashion,266.57,2024-06-02,86,45,Net Banking
CUST1246,Customer_246,40,Male,East,Beauty,258.03,2024-06-06,870,43,Credit Card
CUST1247,Customer_247,66,Male,North,Home,212.99,2024-07-21,606,35,Net Banking
CUST1248,Customer_248,40,Female,West,Toys,392.72,2024-01-02,950,24,Credit Card
CUST1249,Customer_249,28,Female,West,Beauty,249.25,2024-11-11,691,8,Credit Card
CUST1250,Customer_250,65,Male,North,Toys,464.54,2024-04-30,957,15,Debit Card
CUST1251,Customer_251,31,Male,East,Electronics,93.87,2024-11-16,636,19,Credit Card
CUST1252,Customer_252,70,Female,South,Toys,360.85,2024-07-14,688,44,Net Banking
CUST1253,Customer_253,27,Male,East,Toys,74.22,2024-10-05,751,38,Credit Card
CUST1254,Customer_254,25,Male,East,Home,357.88,2024-07-09,787,7,Cash
CUST1255,Customer_255,21,Male,South,Electronics,82.98,2024-01-11,255,20,Cash
CUST1256,Customer_256,56,Female,West,Electronics,287.67,2024-04-24,267,17,Credit Card
CUST1257,Customer_257,50,Female,West,Toys,365.55,2024-04-24,396,27,Credit Card
CUST1258,Customer_258,35,Male,West,Home,225.26,2024-10-22,721,35,Net Banking
CUST1259,Customer_259,21,Male,North,Beauty,416.88,2024-04-02,180,37,Debit Card
CUST1260,Customer_260,49,Female,North,Beauty,50.3,2024-06-05,152,43,Credit Card
CUST1261,Customer_261,46,Male,North,Beauty,24.43,2024-11-19,275,36,Net Banking
CUST1262,Customer_262,64,Female,North,Home,261.8,2024-08-28,581,17,Cash
CUST1263,Customer_263,38,Female,West,Home,318.2,2024-10-02,898,33,Net Banking
CUST1264,Customer_264,32,Male,West,Beauty,398.36,2024-07-28,665,50,Cash
CUST1265,Customer_265,61,Male,West,Fashion,47.86,2024-03-27,453,13,Debit Card
CUST1266,Customer_266,49,Male,North,Home,428.55,2024-06-26,891,15,UPI
CUST1267,Customer_267,69,Male,North,Fashion,207.19,2024-04-06,902,39,UPI
CUST1268,Customer_268,21,Male,East,Toys,12.37,2024-01-06,920,4,Credit Card
CUST1269,Customer_269,42,Female,East,Beauty,187.89,2024-07-18,596,50,Credit Card
CUST1270,Customer_270,41,Female,West,Home,121.93,2024-02-11,249,21,UPI
CUST1271,Customer_271,62,Female,West,Beauty,241.22,2024-07-03,143,48,UPI
CUST1272,Customer_272,55,Female,West,Electronics,348.97,2024-04-18,304,28,Cash
CUST1273,Customer_273,20,Female,South,Fashion,112.12,2024-05-30,528,31,Credit Card
CUST1274,Customer_274,30,Female,East,Toys,350.56,2024-12-04,61,18,Net Banking
CUST1275,Customer_275,70,Female,West,Electronics,271.69,2024-07-27,612,35,Net Banking
CUST1276,Customer_276,53,Female,West,Beauty,361.12,2024-07-25,213,24,Cash
CUST1277,Customer_277,37,Male,West,Toys,335.79,2024-03-05,439,38,Cash
CUST1278,Customer_278,51,Female,East,Fashion,167.69,2024-02-25,544,21,Debit Card
CUST1279,Customer_279,18,Male,North,Electronics,90.06,2024-03-12,181,46,Credit Card
CUST1280,Customer_280,39,Female,East,Beauty,333.86,2024-12-16,37,48,Credit Card
CUST1281,Customer_281,66,Female,East,Beauty,255.08,2024-07-10,527,13,UPI
CUST1282,Customer_282,56,Female,North,Home,262.49,2024-09-20,558,42,Debit Card
CUST1283,Customer_283,56,Male,West,Beauty,435.1,2024-07-16,822,41,Credit Card
CUST1284,Customer_284,19,Female,South,Fashion,442.41,2024-03-17,499,34,UPI
CUST1285,Customer_285,30,Female,East,Fashion,252.79,2024-07-29,319,6,Cash
CUST1286,Customer_286,36,Male,West,Electronics,229.74,2024-01-04,597,10,UPI
CUST1287,Customer_287,33,Female,West,Fashion,80.23,2024-08-20,458,41,UPI
CUST1288,Customer_288,22,Female,North,Fashion,391.93,2024-04-05,131,11,UPI
CUST1289,Customer_289,44,Male,North,Toys,179.02,2024-10-07,139,19,UPI
CUST1290,Customer_290,38,Male,North,Home,28.91,2024-08-23,840,28,Cash
CUST1291,Customer_291,49,Male,West,Fashion,44.42,2024-03-18,896,34,Cash
CUST1292,Customer_292,42,Female,South,Toys,354.91,2024-12-23,936,17,UPI
CUST1293,Customer_293,26,Male,West,Beauty,225.09,2024-06-23,243,23,Debit Card
CUST1294,Customer_294,32,Male,West,Fashion,405.75,2024-06-12,309,15,Credit Card
CUST1295,Customer_295,52,Female,West,Beauty,149.03,2024-02-25,306,46,Net Banking
CUST1296,Customer_296,28,Female,East,Toys,255.71,2024-07-08,211,41,Credit Card
CUST1297,Customer_297,61,Female,South,Toys,381.4,2024-10-10,746,1,Net Banking
CUST1298,Customer_298,52,Female,South,Electronics,157.35,2024-03-15,543,1,Credit Card
CUST1299,Customer_299,52,Female,East,Home,427.04,2024-06-27,968,1,Net Banking
CUST1300,Customer_300,23,Female,West,Home,294.87,2024-11-24,905,6,Net Banking
CUST1301,Customer_301,23,Male,South,Beauty,67.75,2024-11-09,643,7,Net Banking
CUST1302,Customer_302,52,Female,South,Electronics,398.59,2024-07-22,886,2,UPI
CUST1303,Customer_303,58,Male,South,Toys,316.97,2024-07-05,296,40,UPI
CUST1304,Customer_304,32,Male,North,Home,127.28,2024-02-01,933,23,Net Banking
CUST1305,Customer_305,65,Female,South,Fashion,338.06,2024-05-24,949,31,UPI
CUST1306,Customer_306,36,Male,North,Electronics,406.61,2024-04-12,284,27,Debit Card
CUST1307,Customer_307,41,Male,West,Beauty,72.23,2024-05-30,476,48,Net Banking
CUST1308,Customer_308,66,Female,North,Beauty,274.9,2024-10-20,854,32,UPI
CUST1309,Customer_309,57,Male,West,Electronics,391.69,2024-03-05,442,42,Net Banking
CUST1310,Customer_310,39,Male,East,Toys,314.7,2024-06-13,603,29,UPI
CUST1311,Customer_311,48,Female,South,Home,145.78,2024-02-25,352,40,UPI
CUST1312,Customer_312,32,Female,West,Electronics,95.75,2024-12-15,879,22,Cash
CUST1313,Customer_313,19,Male,South,Electronics,333.1,2024-08-17,363,33,Net Banking
CUST1314,Customer_314,41,Male,East,Toys,240.26,2024-03-30,844,41,Debit Card
CUST1315,Customer_315,42,Male,North,Toys,408.5,2024-03-03,523,47,Debit Card
CUST1316,Customer_316,53,Male,North,Fashion,88.64,2024-02-13,307,34,Credit Card
