Product_ID,Sales_Date,Region,Category,Price,Quantity_Sold,Revenue,Cost
P0015,2023-02-04,West,Electronics,784.43,18,14119.74,6902.0
P0009,2023-03-26,West,Electronics,607.33,1,607.33,338.0
P0006,2023-11-18,South,Clothing,56.65,3,169.95,110.85
P0008,2023-12-02,East,Toys,136.33,3,408.99,229.86
P0010,2023-06-27,South,Electronics,430.46,16,6887.36,4406.59
P0015,2023-03-14,South,Clothing,199.51,4,798.04,492.82
P0015,2023-07-23,South,Toys,45.49,9,409.41,263.99
P0020,2023-01-28,West,Sports,70.48,18,1268.64,810.85
P0003,2023-04-28,North,Electronics,352.68,2,705.36,397.73
P0016,2023-06-09,West,Electronics,331.76,15,4976.4,2682.46
P0017,2023-06-17,North,Sports,54.66,5,273.3,135.07
P0015,2023-05-22,West,Sports,171.54,9,1543.86,1059.79
P0020,2023-01-10,East,Toys,29.0,4,116.0,79.79
P0013,2023-02-06,East,Sports,25.18,15,377.7,255.89
P0016,2023-06-03,North,Furniture,216.66,2,433.32,294.45
P0019,2023-01-14,South,Toys,31.57,7,220.99,98.74
P0004,2023-07-12,West,Clothing,194.32,7,1360.24,558.77
P0002,2023-08-15,North,Furniture,315.17,16,5042.72,3529.28
P0009,2023-01-17,North,Furniture,231.88,17,3941.96,2308.15
P0002,2023-06-16,North,Toys,30.35,2,60.7,26.17
P0010,2023-12-17,East,Sports,177.35,6,1064.1,470.0
P0007,2023-06-12,East,Electronics,829.22,5,4146.1,2116.48
P0016,2023-10-15,South,Clothing,102.39,17,1740.63,773.13
P0016,2023-05-31,South,Electronics,351.88,2,703.76,283.62
P0020,2023-04-07,North,Electronics,943.82,18,16988.76,10022.29
P0014,2023-10-11,South,Furniture,98.69,13,1282.97,839.63
P0003,2023-11-02,East,Clothing,134.47,17,2285.99,994.58
P0020,2023-05-06,South,Sports,295.61,17,5025.37,3475.84
P0003,2023-08-30,South,Electronics,997.24,7,6980.68,4273.53
P0008,2023-05-18,South,Sports,229.27,4,917.08,535.98
P0005,2023-11-25,East,Clothing,127.24,10,1272.4,732.98
P0019,2023-12-16,East,Electronics,319.46,1,319.46,163.02
P0009,2023-02-07,East,Clothing,56.9,12,682.8,301.4
P0014,2023-03-28,North,Furniture,343.71,18,6186.78,4163.67
P0018,2023-09-03,West,Sports,270.95,7,1896.65,993.46
P0012,2023-05-27,West,Toys,140.91,14,1972.74,1321.68
P0015,2023-06-15,North,Toys,131.29,11,1444.19,988.24
P0012,2023-02-03,North,Toys,72.31,11,795.41,371.82
P0003,2023-09-06,South,Toys,104.8,18,1886.4,1210.41
P0002,2023-02-24,North,Toys,22.0,18,396.0,202.58
P0001,2023-08-04,South,Electronics,719.06,13,9347.78,4808.64
P0011,2023-09-17,South,Furniture,453.89,1,453.89,266.65
P0019,2023-04-16,South,Electronics,311.64,5,1558.2,990.19
P0014,2023-07-20,West,Toys,69.67,3,209.01,88.37
P0014,2023-03-26,South,Toys,132.56,2,265.12,124.9
P0009,2023-11-15,South,Furniture,222.7,13,2895.1,1962.64
P0015,2023-12-26,South,Toys,48.84,5,244.2,159.37
P0003,2023-03-18,West,Furniture,195.64,12,2347.68,1177.4
P0003,2023-08-08,North,Sports,37.81,1,37.81,20.84
P0019,2023-06-02,South,Toys,114.73,10,1147.3,565.25
P0008,2023-08-05,West,Toys,47.14,9,424.26,170.96
P0014,2023-02-14,North,Sports,150.19,18,2703.42,1435.84
P0010,2023-12-04,West,Clothing,179.23,6,1075.38,450.11
P0018,2023-04-09,North,Clothing,51.35,12,616.2,257.02
P0015,2023-03-13,South,Furniture,416.67,18,7500.06,5138.69
P0005,2023-04-15,South,Furniture,61.96,1,61.96,34.15
P0005,2023-11-26,West,Clothing,143.98,6,863.88,541.81
P0006,2023-05-20,East,Toys,80.67,19,1532.73,896.31
P0017,2023-09-14,South,Clothing,120.92,16,1934.72,1140.56
P0013,2023-07-11,South,Toys,49.2,11,541.2,233.91
P0009,2023-12-20,South,Electronics,883.13,2,1766.26,1123.31
P0018,2023-07-22,East,Clothing,178.77,15,2681.55,1191.71
P0007,2023-10-30,North,Clothing,40.21,19,763.99,316.61
P0008,2023-04-13,West,Toys,121.49,18,2186.82,1074.4
P0010,2023-05-01,East,Toys,84.94,7,594.58,239.94
P0008,2023-03-06,West,Sports,39.5,6,237.0,141.77
P0010,2023-03-30,West,Furniture,338.58,7,2370.06,1036.91
P0018,2023-09-15,West,Electronics,866.96,18,15605.28,9948.82
P0012,2023-03-27,South,Electronics,673.06,5,3365.3,1888.88
P0007,2023-06-14,East,Electronics,335.4,8,2683.2,1224.51
P0018,2023-05-08,East,Electronics,725.13,6,4350.78,2035.28
P0019,2023-04-30,South,Furniture,135.44,5,677.2,326.18
P0001,2023-04-27,West,Clothing,118.88,9,1069.92,570.11
P0009,2023-11-22,East,Toys,110.97,2,221.94,154.21
P0009,2023-09-25,East,Furniture,497.58,11,5473.38,2194.29
P0020,2023-12-31,East,Toys,132.68,10,1326.8,594.42
P0020,2023-10-12,West,Clothing,148.87,15,2233.05,1073.18
P0016,2023-09-26,North,Toys,38.49,2,76.98,42.28
P0004,2023-02-26,West,Toys,50.47,18,908.46,538.69
P0002,2023-11-06,North,Electronics,768.24,2,1536.48,966.46
P0013,2023-02-06,South,Clothing,56.13,7,392.91,180.6
P0009,2023-09-05,South,Toys,70.19,10,701.9,308.96
P0010,2023-06-15,East,Furniture,419.9,6,2519.4,1760.56
P0017,2023-11-13,South,Furniture,101.24,16,1619.84,703.8
P0007,2023-03-07,East,Clothing,167.28,12,2007.36,988.85
P0014,2023-11-03,East,Clothing,170.84,9,1537.56,917.81
P0005,2023-06-17,East,Clothing,199.42,6,1196.52,731.02
P0005,2023-03-19,North,Clothing,171.39,19,3256.41,1483.38
P0007,2023-08-13,West,Toys,39.47,16,631.52,266.07
P0005,2023-02-23,North,Toys,73.19,13,951.47,535.41
P0009,2023-01-03,South,Furniture,113.05,1,113.05,60.61
P0010,2023-08-29,West,Clothing,103.38,5,516.9,285.17
P0019,2023-12-18,North,Furniture,236.31,10,2363.1,1110.63
P0006,2023-01-07,North,Clothing,192.68,1,192.68,88.26
P0020,2023-08-30,South,Furniture,351.73,5,1758.65,1189.38
P0019,2023-02-13,North,Furniture,287.71,13,3740.23,2529.33
P0001,2023-11-08,East,Toys,78.47,19,1490.93,956.27
P0008,2023-03-04,South,Toys,137.28,15,2059.2,1133.61
P0017,2023-04-04,South,Toys,89.05,16,1424.8,820.78
P0019,2023-11-28,East,Sports,188.9,9,1700.1,932.21
P0001,2023-11-26,South,Toys,16.56,19,314.64,201.33
P0017,2023-10-28,South,Sports,86.44,17,1469.48,848.95
P0013,2023-09-03,South,Clothing,39.72,11,436.92,212.77
P0015,2023-01-28,East,Furniture,487.21,6,2923.26,1980.66
P0003,2023-07-17,South,Sports,64.04,6,384.24,185.22
P0013,2023-03-20,East,Toys,25.6,15,384.0,199.98
P0007,2023-08-10,South,Electronics,139.33,8,1114.64,599.73
P0008,2023-12-22,East,Sports,123.28,7,862.96,528.23
P0008,2023-02-22,East,Furniture,163.81,13,2129.53,1268.53
P0017,2023-03-22,West,Furniture,104.85,4,419.4,290.4
P0020,2023-03-10,West,Clothing,92.64,16,1482.24,769.81
P0015,2023-07-04,West,Toys,129.23,4,516.92,245.69
P0013,2023-08-26,South,Sports,298.47,8,2387.76,1306.84
P0017,2023-03-04,North,Furniture,192.15,17,3266.55,1849.12
P0020,2023-09-27,East,Toys,140.07,17,2381.19,1544.51
P0007,2023-12-22,South,Sports,111.78,5,558.9,382.7
P0019,2023-08-14,North,Furniture,492.09,6,2952.54,1741.32
P0004,2023-05-21,East,Sports,163.04,7,1141.28,612.01
P0018,2023-06-18,North,Clothing,191.36,1,191.36,104.39
P0008,2023-11-01,South,Electronics,116.46,10,1164.6,488.74
P0012,2023-12-20,South,Toys,78.1,16,1249.6,809.28
P0020,2023-11-13,North,Sports,27.05,7,189.35,84.52
P0011,2023-08-26,North,Electronics,367.76,10,3677.6,2495.05
P0006,2023-06-28,South,Toys,62.59,14,876.26,603.74
P0015,2023-02-15,West,Furniture,144.22,9,1297.98,796.39
P0020,2023-08-21,South,Furniture,285.21,17,4848.57,2373.49
P0004,2023-07-01,South,Toys,97.06,13,1261.78,575.97
P0004,2023-06-21,West,Clothing,139.43,7,976.01,409.74
P0020,2023-11-01,East,Clothing,73.11,11,804.21,375.17
P0017,2023-07-07,West,Toys,115.67,17,1966.39,986.61
P0002,2023-01-23,East,Sports,200.25,16,3204.0,1614.23
P0011,2023-01-01,North,Electronics,652.24,7,4565.68,2517.69
P0020,2023-11-28,North,Furniture,138.35,4,553.4,267.45
P0003,2023-08-21,South,Furniture,391.67,5,1958.35,1175.41
P0020,2023-03-30,East,Toys,125.72,6,754.32,331.34
P0012,2023-04-25,West,Electronics,816.58,11,8982.38,4713.93
P0014,2023-05-20,North,Electronics,222.91,12,2674.92,1257.06
P0001,2023-09-12,South,Toys,149.44,19,2839.36,1747.45
P0019,2023-12-26,West,Sports,173.94,6,1043.64,655.41
P0012,2023-02-24,East,Electronics,675.34,2,1350.68,932.67
P0009,2023-01-05,East,Electronics,149.07,14,2086.98,979.86
P0017,2023-10-22,North,Clothing,162.18,6,973.08,619.15
P0005,2023-08-02,North,Sports,249.17,14,3488.38,1967.08
P0008,2023-11-13,East,Clothing,157.82,4,631.28,262.16
P0018,2023-04-25,South,Clothing,172.85,1,172.85,74.85
P0008,2023-10-21,West,Clothing,117.01,14,1638.14,902.28
P0006,2023-06-21,North,Clothing,159.48,11,1754.28,1042.89
P0013,2023-12-08,West,Toys,47.57,10,475.7,230.11
P0006,2023-12-23,South,Furniture,331.26,16,5300.16,2525.98
P0007,2023-02-23,West,Clothing,149.7,14,2095.8,1390.53
P0020,2023-01-30,East,Toys,95.47,19,1813.93,1020.02
P0002,2023-01-09,East,Sports,62.64,17,1064.88,502.35
P0017,2023-08-29,South,Toys,39.27,13,510.51,344.09
P0004,2023-02-11,West,Electronics,698.51,4,2794.04,1486.65
P0002,2023-04-09,East,Electronics,666.9,2,1333.8,765.39
P0002,2023-12-23,North,Electronics,815.77,18,14683.86,10270.75
P0019,2023-10-24,West,Clothing,64.6,8,516.8,325.74
P0007,2023-08-25,East,Toys,117.17,19,2226.23,1010.25
P0002,2023-03-28,West,Electronics,560.42,9,5043.78,2361.69
P0012,2023-04-09,South,Toys,42.9,11,471.9,265.35
P0020,2023-03-30,West,Furniture,280.01,17,4760.17,2532.28
P0006,2023-07-31,West,Furniture,158.28,17,2690.76,1486.81
P0006,2023-11-02,East,Electronics,108.8,18,1958.4,814.0
P0013,2023-10-29,North,Clothing,109.23,10,1092.3,677.66
P0018,2023-01-04,South,Electronics,991.86,14,13886.04,6316.78
P0018,2023-03-05,East,Furniture,189.26,12,2271.12,1193.79
P0001,2023-11-29,East,Sports,187.58,3,562.74,300.74
P0011,2023-01-28,South,Electronics,565.85,1,565.85,334.17
P0005,2023-04-24,South,Sports,299.68,19,5693.92,3217.37
P0018,2023-12-22,West,Clothing,116.75,11,1284.25,850.32
P0005,2023-03-14,North,Sports,150.2,7,1051.4,429.08
P0001,2023-07-05,East,Sports,286.29,12,3435.48,2189.16
P0010,2023-07-10,North,Sports,144.44,2,288.88,166.93
P0003,2023-07-15,North,Clothing,88.66,1,88.66,53.16
P0003,2023-05-10,North,Electronics,529.23,15,7938.45,3564.69
P0016,2023-01-21,South,Toys,59.02,5,295.1,181.17
P0019,2023-06-03,West,Sports,275.83,4,1103.32,629.19
P0006,2023-07-19,West,Clothing,87.27,5,436.35,256.24
P0013,2023-04-30,South,Sports,135.17,7,946.19,432.23
P0004,2023-06-12,East,Furniture,273.02,11,3003.22,1360.2
P0019,2023-03-12,West,Furniture,233.2,17,3964.4,2282.97
P0002,2023-12-14,West,Electronics,121.46,12,1457.52,781.37
P0013,2023-12-27,South,Furniture,312.71,16,5003.36,2552.16
P0018,2023-12-25,East,Furniture,295.95,3,887.85,374.22
P0017,2023-03-15,East,Toys,16.7,18,300.6,121.52
P0009,2023-05-15,North,Electronics,397.96,16,6367.36,2813.78
P0009,2023-04-30,East,Sports,141.66,16,2266.56,1217.87
P0011,2023-11-23,East,Furniture,183.55,18,3303.9,1726.18
P0004,2023-08-27,West,Furniture,206.84,6,1241.04,571.83
P0011,2023-04-08,North,Sports,35.51,14,497.14,213.65
P0002,2023-04-16,South,Electronics,226.4,18,4075.2,2801.75
P0018,2023-01-06,North,Toys,82.16,11,903.76,503.81
P0014,2023-05-31,West,Furniture,410.02,7,2870.14,1688.49
P0010,2023-10-14,East,Clothing,37.01,15,555.15,366.84
P0019,2023-03-13,East,Clothing,75.58,15,1133.7,484.18
P0011,2023-04-15,West,Toys,80.11,1,80.11,35.3
P0014,2023-09-22,South,Furniture,465.48,4,1861.92,872.55
P0005,2023-08-30,North,Furniture,121.0,12,1452.0,836.3
P0015,2023-10-06,South,Toys,120.62,11,1326.82,692.91
P0013,2023-11-09,North,Sports,126.5,9,1138.5,482.4
P0005,2023-08-14,South,Electronics,679.8,12,8157.6,4434.67
P0008,2023-11-15,South,Clothing,33.42,10,334.2,196.1
P0010,2023-07-24,East,Clothing,153.47,13,1995.11,1358.07
P0015,2023-07-25,East,Sports,238.88,19,4538.72,2845.02
P0004,2023-01-13,North,Clothing,198.5,11,2183.5,912.05
P0001,2023-08-31,North,Electronics,471.7,5,2358.5,1430.88
P0001,2023-03-01,West,Electronics,765.67,17,13016.39,6286.91
P0007,2023-06-02,East,Clothing,55.44,19,1053.36,657.29
P0015,2023-06-21,West,Clothing,75.32,6,451.92,314.76
P0018,2023-01-23,West,Electronics,194.9,4,779.6,412.27
P0007,2023-09-04,West,Furniture,187.92,4,751.68,479.13
P0012,2023-04-07,South,Sports,274.32,12,3291.84,1642.36
P0005,2023-06-23,North,Furniture,260.22,19,4944.18,2687.95
P0010,2023-04-14,East,Electronics,661.25,8,5290.0,3697.95
P0008,2023-10-10,North,Toys,127.17,11,1398.87,969.6
P0009,2023-10-20,West,Furniture,305.54,1,305.54,207.81
P0010,2023-06-22,North,Sports,294.21,16,4707.36,1940.92
P0014,2023-01-18,North,Electronics,100.72,7,705.04,300.99
P0009,2023-06-24,West,Furniture,451.32,4,1805.28,1058.14
P0003,2023-04-28,South,Toys,138.97,17,2362.49,1398.32
P0015,2023-12-23,North,Sports,137.13,19,2605.47,1378.55
P0019,2023-10-08,East,Electronics,735.23,13,9557.99,6031.55
P0014,2023-12-03,North,Clothing,93.98,16,1503.68,941.0
P0015,2023-07-01,South,Furniture,294.91,4,1179.64,550.19
P0019,2023-01-08,West,Furniture,261.68,17,4448.56,2117.27
P0017,2023-09-03,North,Furniture,214.94,17,3653.98,2427.18
P0012,2023-03-03,North,Clothing,115.44,10,1154.4,681.87
P0006,2023-09-04,West,Furniture,287.3,7,2011.1,878.89
P0017,2023-01-25,North,Clothing,191.36,12,2296.32,1594.18
P0015,2023-10-29,East,Clothing,54.87,18,987.66,589.36
P0006,2023-10-24,North,Furniture,182.04,1,182.04,74.49
P0002,2023-12-19,North,Furniture,335.42,5,1677.1,906.62
P0014,2023-07-25,North,Clothing,27.47,16,439.52,244.85
P0008,2023-05-21,South,Toys,53.62,15,804.3,400.25
P0009,2023-07-21,East,Furniture,353.11,8,2824.88,1618.58
P0001,2023-12-15,South,Toys,119.87,7,839.09,507.92
P0014,2023-10-19,South,Clothing,169.71,11,1866.81,1041.15
P0009,2023-10-20,West,Toys,78.55,1,78.55,47.24
P0015,2023-08-13,North,Clothing,48.0,1,48.0,26.87
P0012,2023-12-03,North,Toys,137.79,11,1515.69,886.09
P0003,2023-09-24,West,Clothing,49.01,15,735.15,319.6
P0020,2023-10-09,West,Electronics,533.18,15,7997.7,5131.94
P0013,2023-09-07,West,Sports,57.88,17,983.96,659.87
P0004,2023-06-15,East,Toys,143.34,9,1290.06,865.1
P0007,2023-06-02,North,Electronics,112.07,4,448.28,289.13
P0008,2023-03-29,East,Electronics,427.2,14,5980.8,2624.4
P0001,2023-04-09,East,Clothing,108.47,16,1735.52,894.04
P0018,2023-04-11,West,Sports,168.21,3,504.63,275.76
P0005,2023-03-30,North,Furniture,272.47,18,4904.46,2874.45
P0005,2023-06-21,North,Toys,11.4,14,159.6,91.27
P0017,2023-08-18,South,Sports,55.89,10,558.9,287.84
P0005,2023-02-23,East,Furniture,233.98,13,3041.74,1600.94
P0003,2023-04-30,East,Clothing,48.0,10,480.0,331.11
P0014,2023-10-16,West,Toys,28.01,14,392.14,268.97
P0011,2023-01-03,South,Sports,123.43,18,2221.74,1375.9
P0006,2023-03-30,West,Electronics,234.59,8,1876.72,1230.1
P0002,2023-02-21,West,Toys,63.71,15,955.65,480.57
P0007,2023-09-21,West,Electronics,276.07,15,4141.05,1747.49
P0011,2023-07-25,North,Clothing,183.16,5,915.8,482.94
P0003,2023-09-10,South,Toys,123.29,8,986.32,589.21
P0008,2023-03-28,East,Electronics,395.74,11,4353.14,1951.65
P0015,2023-09-17,East,Clothing,85.81,12,1029.72,448.61
P0019,2023-06-29,East,Clothing,184.35,7,1290.45,631.52
P0013,2023-10-08,West,Toys,130.63,1,130.63,54.86
P0018,2023-03-26,East,Sports,72.38,18,1302.84,760.03
P0002,2023-04-23,East,Electronics,391.96,15,5879.4,3768.96
P0001,2023-11-15,West,Toys,35.32,12,423.84,287.34
P0003,2023-05-29,South,Furniture,225.29,7,1577.03,995.07
P0008,2023-05-12,South,Sports,211.13,9,1900.17,1247.02
P0012,2023-10-05,West,Sports,181.87,3,545.61,327.09
P0010,2023-10-10,South,Toys,116.27,14,1627.78,666.89
P0012,2023-02-12,North,Furniture,90.2,16,1443.2,997.34
P0016,2023-01-10,South,Clothing,44.42,4,177.68,118.99
P0013,2023-05-06,West,Toys,140.98,6,845.88,571.08
P0020,2023-06-08,North,Clothing,87.57,19,1663.83,798.51
P0009,2023-03-02,West,Electronics,196.69,8,1573.52,752.14
P0017,2023-04-18,South,Clothing,65.66,6,393.96,261.21
P0005,2023-05-07,North,Clothing,56.68,11,623.48,393.62
P0018,2023-07-30,North,Sports,238.43,12,2861.16,1608.94
P0012,2023-05-22,North,Toys,54.99,9,494.91,230.94
P0004,2023-08-18,North,Toys,19.14,14,267.96,160.34
P0003,2023-09-15,East,Clothing,31.35,9,282.15,172.31
P0013,2023-02-27,East,Clothing,40.99,16,655.84,280.02
P0002,2023-11-29,East,Electronics,643.01,1,643.01,347.74
P0003,2023-09-11,North,Clothing,163.87,1,163.87,68.01
P0006,2023-02-07,West,Electronics,578.6,11,6364.6,2890.11
P0007,2023-10-12,South,Electronics,594.97,14,8329.58,5703.97
P0008,2023-10-09,South,Clothing,74.44,18,1339.92,868.58
P0004,2023-07-22,West,Sports,42.77,2,85.54,47.95
P0018,2023-04-17,North,Sports,50.81,3,152.43,99.1
P0012,2023-08-15,South,Toys,131.68,12,1580.16,1088.59
P0012,2023-03-25,West,Clothing,189.89,14,2658.46,1395.82
P0006,2023-12-14,South,Clothing,68.59,5,342.95,185.43
P0004,2023-05-24,East,Toys,37.26,15,558.9,245.67
P0006,2023-03-14,South,Furniture,137.67,19,2615.73,1593.62
P0002,2023-09-08,East,Toys,23.63,2,47.26,29.11
P0014,2023-09-28,West,Sports,297.45,14,4164.3,1676.15
P0017,2023-01-16,West,Furniture,421.25,12,5055.0,2573.99
P0008,2023-06-25,North,Electronics,245.96,13,3197.48,1598.02
P0016,2023-03-31,South,Furniture,233.33,17,3966.61,1676.98
P0019,2023-05-25,East,Toys,35.45,7,248.15,131.43
P0012,2023-02-03,South,Furniture,266.64,15,3999.6,2097.61
P0015,2023-06-19,West,Clothing,167.84,17,2853.28,1742.18
P0007,2023-05-06,West,Toys,71.49,17,1215.33,729.31
P0008,2023-03-04,West,Sports,264.96,4,1059.84,424.59
P0001,2023-07-29,West,Furniture,375.23,10,3752.3,1654.68
P0010,2023-07-09,North,Furniture,52.86,11,581.46,307.55
P0003,2023-07-25,South,Toys,41.37,6,248.22,121.03
P0010,2023-05-17,North,Clothing,104.58,10,1045.8,696.97
P0004,2023-08-02,West,Furniture,56.64,7,396.48,269.91
P0005,2023-07-28,North,Clothing,82.86,12,994.32,559.74
P0005,2023-07-12,South,Electronics,340.48,10,3404.8,1640.22
P0016,2023-06-22,North,Furniture,382.63,9,3443.67,2348.2
P0010,2023-05-04,East,Electronics,396.8,5,1984.0,1088.16
P0011,2023-02-18,West,Furniture,251.25,13,3266.25,1455.16
P0015,2023-02-08,East,Clothing,108.18,9,973.62,566.1
P0007,2023-04-24,North,Furniture,90.61,4,362.44,242.18
P0005,2023-04-14,West,Toys,126.71,11,1393.81,745.11
P0007,2023-04-23,South,Clothing,187.56,11,2063.16,1040.37
P0009,2023-03-22,South,Sports,164.55,1,164.55,79.36
P0004,2023-06-11,North,Electronics,964.62,7,6752.34,2763.28
P0014,2023-12-16,North,Sports,22.55,2,45.1,25.31
P0001,2023-08-04,North,Furniture,238.76,19,4536.44,2862.02
P0016,2023-02-08,West,Toys,93.47,2,186.94,110.37
P0010,2023-09-05,North,Sports,283.45,10,2834.5,1832.48
P0006,2023-08-06,East,Clothing,151.09,18,2719.62,1125.18
P0013,2023-09-20,East,Sports,176.32,16,2821.12,1776.65
P0005,2023-09-23,East,Clothing,109.36,19,2077.84,1092.75
P0009,2023-03-18,North,Toys,100.9,7,706.3,349.77
P0004,2023-04-22,South,Toys,113.29,1,113.29,48.41
P0008,2023-04-30,East,Clothing,28.83,10,288.3,200.48
P0017,2023-07-28,West,Furniture,179.83,5,899.15,417.26
P0012,2023-10-30,North,Furniture,276.81,5,1384.05,587.55
P0010,2023-05-19,East,Electronics,858.57,11,9444.27,4710.16
P0006,2023-04-24,East,Toys,119.77,6,718.62,476.18
P0010,2023-12-14,West,Clothing,57.62,8,460.96,292.09
P0009,2023-09-05,East,Furniture,278.87,5,1394.35,570.13
P0017,2023-06-03,North,Toys,104.61,5,523.05,230.79
P0014,2023-10-09,South,Furniture,423.01,12,5076.12,2391.42
P0012,2023-05-25,East,Toys,129.49,18,2330.82,1532.82
P0011,2023-02-10,South,Electronics,488.93,9,4400.37,2667.6
P0015,2023-10-07,East,Toys,134.88,3,404.64,270.78
P0018,2023-10-29,South,Toys,140.85,6,845.1,472.19
P0005,2023-05-22,West,Furniture,326.06,17,5543.02,3839.09
P0020,2023-04-01,South,Electronics,257.07,14,3598.98,2506.36
P0001,2023-03-04,North,Sports,83.1,19,1578.9,961.88
P0003,2023-09-21,East,Sports,236.96,5,1184.8,559.6
P0008,2023-08-12,East,Clothing,189.98,11,2089.78,1275.37
P0002,2023-06-17,South,Toys,120.14,18,2162.52,1275.92
P0012,2023-06-09,East,Clothing,34.68,7,242.76,115.4
P0015,2023-08-15,East,Furniture,115.67,16,1850.72,1231.14
P0004,2023-06-02,North,Toys,54.36,1,54.36,24.8
P0020,2023-07-31,West,Furniture,60.73,12,728.76,482.99
P0008,2023-01-19,West,Electronics,451.22,12,5414.64,2414.95
P0017,2023-12-19,West,Toys,56.45,10,564.5,280.4
P0009,2023-06-13,South,Sports,106.99,10,1069.9,731.08
P0008,2023-05-17,North,Electronics,147.33,5,736.65,399.68
P0018,2023-02-09,West,Clothing,116.77,11,1284.47,785.36
P0010,2023-03-18,North,Toys,66.69,5,333.45,216.7
P0020,2023-12-16,West,Clothing,29.34,1,29.34,19.43
P0016,2023-03-15,East,Toys,21.29,12,255.48,147.21
P0019,2023-06-15,North,Electronics,229.03,12,2748.36,1284.38
P0003,2023-05-10,East,Toys,121.23,3,363.69,152.17
P0007,2023-05-16,North,Furniture,56.88,19,1080.72,731.56
P0015,2023-11-16,East,Sports,115.14,13,1496.82,703.39
